"","colony","year","Site","track","sample","calc","density","extension","StavR","WtavR","WtsdR","winSlope","StsdR","sumSlope","WcsavR","WcssdR","ScsavR","ScssdR","gulf","dia","height","tf"
"174","del09",2003,"Delma","t1","del09_t1",0.465,1.245684738,0.3734,33.6146739130435,20.5847777777778,0.580074051409475,0.0585079639461661,0.948033767524626,-0.0803782359962135,0.0779777777777778,0.0440558832500136,0.0605869565217391,0.0271807754354583,"gulf",15,6,TRUE
"175","del09",2007,"Delma","t1","del09_t1",0.641,1.512800213,0.4238,33.8138043478261,19.2643333333333,1.16722474078714,0.0585051652467383,0.896514425508995,-0.0899831254887434,0.0822888888888889,0.0442102343239241,0.0616847826086956,0.0271240250132471,"gulf",15,6,TRUE
"176","del09",2012,"Delma","t2","del09_t2",0.469,1.601782196,0.2926,33.4748913043478,19.323956043956,0.858890601132102,0.142161583734617,0.828375206389543,-0.0617109931267235,0.0898131868131868,0.0589376152456349,0.0517065217391304,0.026570469455947,"gulf",15,6,TRUE
"177","del09",2008,"Delma","t2","del09_t2",0.691,1.441215274,0.4793,33.08,19.8342857142857,1.38412679481577,0.106390665514261,0.990865977120713,-0.0348419146396673,0.0845604395604396,0.0685666275791833,0.0694239130434783,0.0349974045177834,"gulf",15,6,TRUE
"178","del09",2013,"Delma","t1","del09_t1",1.257,1.742210906,0.7215,33.3455434782609,21.234,0.90685628111997,0.063244927357287,0.743879589881799,-0.089031485368564,0.0803013698630137,0.0616442943497222,0.0361011235955056,0.0213956478921108,"gulf",15,6,TRUE
"179","del09",2008,"Delma","t1","del09_t1",0.583,1.604755056,0.3633,33.08,19.8342857142857,1.38412679481577,0.106390665514261,0.990865977120713,-0.0348419146396673,0.0845604395604396,0.0685666275791833,0.0694239130434783,0.0349974045177834,"gulf",15,6,TRUE
"180","del09",2012,"Delma","t1","del09_t1",0.514,1.886664739,0.2724,33.4748913043478,19.323956043956,0.858890601132102,0.142161583734617,0.828375206389543,-0.0617109931267235,0.0898131868131868,0.0589376152456349,0.0517065217391304,0.026570469455947,"gulf",15,6,TRUE
"181","del09",2006,"Delma","t2","del09_t2",0.765,1.175890761,0.6508,33.4077173913043,21.0712222222222,0.950488730320836,0.0552013005720872,0.906632585190596,-0.0703819401572211,0.0725666666666667,0.0400996091213542,0.0640217391304348,0.028634866267768,"gulf",15,6,TRUE
"182","del09",2004,"Delma","t2","del09_t2",0.597,1.599520192,0.3733,33.535652173913,21.5774725274725,0.728481820724281,0.0731277935547599,0.858405504150377,-0.0348713832983497,0.0777582417582418,0.0428022171438559,0.0669021739130435,0.0300523571628973,"gulf",15,6,TRUE
"183","del09",2004,"Delma","t1","del09_t1",0.561,1.195815828,0.4692,33.535652173913,21.5774725274725,0.728481820724281,0.0731277935547599,0.858405504150377,-0.0348713832983497,0.0777582417582418,0.0428022171438559,0.0669021739130435,0.0300523571628973,"gulf",15,6,TRUE
"184","del09",2005,"Delma","t1","del09_t1",0.821,1.252166405,0.6559,32.9551086956522,19.9133333333333,0.997295218482967,0.085120714491501,1.17582096133313,-0.0767893155533604,0.0790555555555556,0.0446681549866637,0.0573152173913044,0.0317572971099941,"gulf",15,6,TRUE
"185","del09",2010,"Delma","t2","del09_t2",0.655,1.396099859,0.4692,33.9638043478261,21.8726666666667,0.995337219124896,0.0725663250607072,0.945037754221473,-0.0958513396715643,0.0687666666666667,0.0469429608464752,0.0785652173913043,0.0316461564243707,"gulf",15,6,TRUE
"186","del09",2010,"Delma","t1","del09_t1",0.636,1.499999217,0.4238,33.9638043478261,21.8726666666667,0.995337219124896,0.0725663250607072,0.945037754221473,-0.0958513396715643,0.0687666666666667,0.0469429608464752,0.0785652173913043,0.0316461564243707,"gulf",15,6,TRUE
"187","del09",2007,"Delma","t2","del09_t2",0.318,1.314180592,0.2422,33.8138043478261,19.2643333333333,1.16722474078714,0.0585051652467383,0.896514425508995,-0.0899831254887434,0.0822888888888889,0.0442102343239241,0.0616847826086956,0.0271240250132471,"gulf",15,6,TRUE
"188","del09",2009,"Delma","t2","del09_t2",0.624,1.454176303,0.4288,33.0080434782609,20.0904444444444,0.982019143399199,0.0905585051652468,0.683961053981579,-0.078030703379018,0.0744444444444444,0.0605501205912959,0.0563152173913044,0.0325633547654199,"gulf",15,6,TRUE
"189","del09",2006,"Delma","t1","del09_t1",0.825,1.308775937,0.6306,33.4077173913043,21.0712222222222,0.950488730320836,0.0552013005720872,0.906632585190596,-0.0703819401572211,0.0725666666666667,0.0400996091213542,0.0640217391304348,0.028634866267768,"gulf",15,6,TRUE
"190","del09",2011,"Delma","t1","del09_t1",0.373,1.760047078,0.2119,33.6441304347826,20.6441111111111,0.730717508619607,0.0797024323990616,0.96437550501241,-0.106168992056632,0.0806777777777778,0.0507101983798658,0.0575217391304348,0.0295391259480939,"gulf",15,6,TRUE
"191","del09",2011,"Delma","t2","del09_t2",0.425,1.558735374,0.2725,33.6441304347826,20.6441111111111,0.730717508619607,0.0797024323990616,0.96437550501241,-0.106168992056632,0.0806777777777778,0.0507101983798658,0.0575217391304348,0.0295391259480939,"gulf",15,6,TRUE
"192","del12",2007,"Delma","t1","del12_t1",0.66,1.055594198,0.6256,33.8138043478261,19.2643333333333,1.16722474078714,0.0585051652467383,0.896514425508995,-0.0899831254887434,0.0822888888888889,0.0442102343239241,0.0616847826086956,0.0271240250132471,"gulf",20,12,TRUE
"193","del12",2012,"Delma","t2","del12_t2",0.721,1.073680439,0.6711,33.4748913043478,19.323956043956,0.858890601132102,0.142161583734617,0.828375206389543,-0.0617109931267235,0.0898131868131868,0.0589376152456349,0.0517065217391304,0.026570469455947,"gulf",20,12,TRUE
"194","del12",2009,"Delma","t2","del12_t2",0.855,1.072146394,0.7972,33.0080434782609,20.0904444444444,0.982019143399199,0.0905585051652468,0.683961053981579,-0.078030703379018,0.0744444444444444,0.0605501205912959,0.0563152173913044,0.0325633547654199,"gulf",20,12,TRUE
"195","del12",2012,"Delma","t1","del12_t1",1.069,1.324481987,0.8072,33.4748913043478,19.323956043956,0.858890601132102,0.142161583734617,0.828375206389543,-0.0617109931267235,0.0898131868131868,0.0589376152456349,0.0517065217391304,0.026570469455947,"gulf",20,12,TRUE
"196","del12",2013,"Delma","t1","del12_t1",1.128,1.43343696,0.7871,33.3455434782609,21.234,0.90685628111997,0.063244927357287,0.743879589881799,-0.089031485368564,0.0803013698630137,0.0616442943497222,0.0361011235955056,0.0213956478921108,"gulf",20,12,TRUE
"197","del12",2005,"Delma","t1","del12_t1",0.757,1.200004638,0.6307,32.9551086956522,19.9133333333333,0.997295218482967,0.085120714491501,1.17582096133313,-0.0767893155533604,0.0790555555555556,0.0446681549866637,0.0573152173913044,0.0317572971099941,"gulf",20,12,TRUE
"198","del12",2008,"Delma","t1","del12_t1",0.888,1.25728403,0.7063,33.08,19.8342857142857,1.38412679481577,0.106390665514261,0.990865977120713,-0.0348419146396673,0.0845604395604396,0.0685666275791833,0.0694239130434783,0.0349974045177834,"gulf",20,12,TRUE
"199","del12",2007,"Delma","t2","del12_t2",1.238,1.245254623,0.9939,33.8138043478261,19.2643333333333,1.16722474078714,0.0585051652467383,0.896514425508995,-0.0899831254887434,0.0822888888888889,0.0442102343239241,0.0616847826086956,0.0271240250132471,"gulf",20,12,TRUE
"200","del12",2009,"Delma","t1","del12_t1",1.039,1.303957397,0.7971,33.0080434782609,20.0904444444444,0.982019143399199,0.0905585051652468,0.683961053981579,-0.078030703379018,0.0744444444444444,0.0605501205912959,0.0563152173913044,0.0325633547654199,"gulf",20,12,TRUE
"201","del12",2008,"Delma","t2","del12_t2",1.077,1.094405781,0.9838,33.08,19.8342857142857,1.38412679481577,0.106390665514261,0.990865977120713,-0.0348419146396673,0.0845604395604396,0.0685666275791833,0.0694239130434783,0.0349974045177834,"gulf",20,12,TRUE
"202","del12",2010,"Delma","t1","del12_t1",1.308,1.217275307,1.0747,33.9638043478261,21.8726666666667,0.995337219124896,0.0725663250607072,0.945037754221473,-0.0958513396715643,0.0687666666666667,0.0469429608464752,0.0785652173913043,0.0316461564243707,"gulf",20,12,TRUE
"203","del12",2013,"Delma","t2","del12_t2",0.584,1.006972175,0.5802,33.3455434782609,21.234,0.90685628111997,0.063244927357287,0.743879589881799,-0.089031485368564,0.0803013698630137,0.0616442943497222,0.0361011235955056,0.0213956478921108,"gulf",20,12,TRUE
"204","del12",2011,"Delma","t1","del12_t1",1.368,1.194347517,1.1453,33.6441304347826,20.6441111111111,0.730717508619607,0.0797024323990616,0.96437550501241,-0.106168992056632,0.0806777777777778,0.0507101983798658,0.0575217391304348,0.0295391259480939,"gulf",20,12,TRUE
"205","del12",2004,"Delma","t1","del12_t1",0.932,1.30139603,0.7164,33.535652173913,21.5774725274725,0.728481820724281,0.0731277935547599,0.858405504150377,-0.0348713832983497,0.0777582417582418,0.0428022171438559,0.0669021739130435,0.0300523571628973,"gulf",20,12,TRUE
"206","del12",2010,"Delma","t2","del12_t2",0.625,1.068208641,0.5852,33.9638043478261,21.8726666666667,0.995337219124896,0.0725663250607072,0.945037754221473,-0.0958513396715643,0.0687666666666667,0.0469429608464752,0.0785652173913043,0.0316461564243707,"gulf",20,12,TRUE
"207","del12",2011,"Delma","t2","del12_t2",0.667,1.139950582,0.5852,33.6441304347826,20.6441111111111,0.730717508619607,0.0797024323990616,0.96437550501241,-0.106168992056632,0.0806777777777778,0.0507101983798658,0.0575217391304348,0.0295391259480939,"gulf",20,12,TRUE
"208","del12",2006,"Delma","t2","del12_t2",1.464,1.283789401,1.1403,33.4077173913043,21.0712222222222,0.950488730320836,0.0552013005720872,0.906632585190596,-0.0703819401572211,0.0725666666666667,0.0400996091213542,0.0640217391304348,0.028634866267768,"gulf",20,12,TRUE
"209","del12",2006,"Delma","t1","del12_t1",0.541,1.164679787,0.4642,33.4077173913043,21.0712222222222,0.950488730320836,0.0552013005720872,0.906632585190596,-0.0703819401572211,0.0725666666666667,0.0400996091213542,0.0640217391304348,0.028634866267768,"gulf",20,12,TRUE
"210","del20",2010,"Delma","t2","del20_t2",1.497,1.236427802,1.2109,33.9638043478261,21.8726666666667,0.995337219124896,0.0725663250607072,0.945037754221473,-0.0958513396715643,0.0687666666666667,0.0469429608464752,0.0785652173913043,0.0316461564243707,"gulf",14,9,TRUE
"211","del20",2008,"Delma","t1","del20_t1",0.806,1.21969911,0.6609,33.08,19.8342857142857,1.38412679481577,0.106390665514261,0.990865977120713,-0.0348419146396673,0.0845604395604396,0.0685666275791833,0.0694239130434783,0.0349974045177834,"gulf",14,9,TRUE
"212","del20",2012,"Delma","t1","del20_t1",0.534,1.215600465,0.4389,33.4748913043478,19.323956043956,0.858890601132102,0.142161583734617,0.828375206389543,-0.0617109931267235,0.0898131868131868,0.0589376152456349,0.0517065217391304,0.026570469455947,"gulf",14,9,TRUE
"213","del20",2013,"Delma","t2","del20_t2",0.475,1.093768352,0.4339,33.3455434782609,21.234,0.90685628111997,0.063244927357287,0.743879589881799,-0.089031485368564,0.0803013698630137,0.0616442943497222,0.0361011235955056,0.0213956478921108,"gulf",14,9,TRUE
"214","del20",2004,"Delma","t2","del20_t2",0.534,1.090822862,0.4894,33.535652173913,21.5774725274725,0.728481820724281,0.0731277935547599,0.858405504150377,-0.0348713832983497,0.0777582417582418,0.0428022171438559,0.0669021739130435,0.0300523571628973,"gulf",14,9,TRUE
"215","del20",2006,"Delma","t1","del20_t1",0.702,1.053891014,0.666,33.4077173913043,21.0712222222222,0.950488730320836,0.0552013005720872,0.906632585190596,-0.0703819401572211,0.0725666666666667,0.0400996091213542,0.0640217391304348,0.028634866267768,"gulf",14,9,TRUE
"216","del20",2013,"Delma","t1","del20_t1",0.609,1.160647772,0.5247,33.3455434782609,21.234,0.90685628111997,0.063244927357287,0.743879589881799,-0.089031485368564,0.0803013698630137,0.0616442943497222,0.0361011235955056,0.0213956478921108,"gulf",14,9,TRUE
"217","del20",2010,"Delma","t1","del20_t1",0.338,1.338031811,0.2523,33.9638043478261,21.8726666666667,0.995337219124896,0.0725663250607072,0.945037754221473,-0.0958513396715643,0.0687666666666667,0.0469429608464752,0.0785652173913043,0.0316461564243707,"gulf",14,9,TRUE
"218","del20",2007,"Delma","t2","del20_t2",0.618,1.39134338,0.444,33.8138043478261,19.2643333333333,1.16722474078714,0.0585051652467383,0.896514425508995,-0.0899831254887434,0.0822888888888889,0.0442102343239241,0.0616847826086956,0.0271240250132471,"gulf",14,9,TRUE
"219","del20",2011,"Delma","t2","del20_t2",0.878,1.107911668,0.7921,33.6441304347826,20.6441111111111,0.730717508619607,0.0797024323990616,0.96437550501241,-0.106168992056632,0.0806777777777778,0.0507101983798658,0.0575217391304348,0.0295391259480939,"gulf",14,9,TRUE
"220","del20",2009,"Delma","t1","del20_t1",0.772,1.194826954,0.6458,33.0080434782609,20.0904444444444,0.982019143399199,0.0905585051652468,0.683961053981579,-0.078030703379018,0.0744444444444444,0.0605501205912959,0.0563152173913044,0.0325633547654199,"gulf",14,9,TRUE
"221","del20",2004,"Delma","t1","del20_t1",0.635,1.14467069,0.5549,33.535652173913,21.5774725274725,0.728481820724281,0.0731277935547599,0.858405504150377,-0.0348713832983497,0.0777582417582418,0.0428022171438559,0.0669021739130435,0.0300523571628973,"gulf",14,9,TRUE
"222","del20",2005,"Delma","t2","del20_t2",0.571,1.216618182,0.4692,32.9551086956522,19.9133333333333,0.997295218482967,0.085120714491501,1.17582096133313,-0.0767893155533604,0.0790555555555556,0.0446681549866637,0.0573152173913044,0.0317572971099941,"gulf",14,9,TRUE
"223","del20",2006,"Delma","t2","del20_t2",0.582,1.21442041,0.4793,33.4077173913043,21.0712222222222,0.950488730320836,0.0552013005720872,0.906632585190596,-0.0703819401572211,0.0725666666666667,0.0400996091213542,0.0640217391304348,0.028634866267768,"gulf",14,9,TRUE
"224","del20",2009,"Delma","t2","del20_t2",0.64,1.409792368,0.4541,33.0080434782609,20.0904444444444,0.982019143399199,0.0905585051652468,0.683961053981579,-0.078030703379018,0.0744444444444444,0.0605501205912959,0.0563152173913044,0.0325633547654199,"gulf",14,9,TRUE
"225","del20",2008,"Delma","t2","del20_t2",0.543,1.49448694,0.3632,33.08,19.8342857142857,1.38412679481577,0.106390665514261,0.990865977120713,-0.0348419146396673,0.0845604395604396,0.0685666275791833,0.0694239130434783,0.0349974045177834,"gulf",14,9,TRUE
"226","del20",2011,"Delma","t1","del20_t1",0.861,1.202193941,0.7164,33.6441304347826,20.6441111111111,0.730717508619607,0.0797024323990616,0.96437550501241,-0.106168992056632,0.0806777777777778,0.0507101983798658,0.0575217391304348,0.0295391259480939,"gulf",14,9,TRUE
"227","del20",2003,"Delma","t1","del20_t1",1.336,1.176751063,1.1352,33.6146739130435,20.5847777777778,0.580074051409475,0.0585079639461661,0.948033767524626,-0.0803782359962135,0.0779777777777778,0.0440558832500136,0.0605869565217391,0.0271807754354583,"gulf",14,9,TRUE
"228","del20",2003,"Delma","t2","del20_t2",0.347,0.893740279,0.3885,33.6146739130435,20.5847777777778,0.580074051409475,0.0585079639461661,0.948033767524626,-0.0803782359962135,0.0779777777777778,0.0440558832500136,0.0605869565217391,0.0271807754354583,"gulf",14,9,TRUE
"229","del20",2007,"Delma","t1","del20_t1",1.13,1.178584408,0.9586,33.8138043478261,19.2643333333333,1.16722474078714,0.0585051652467383,0.896514425508995,-0.0899831254887434,0.0822888888888889,0.0442102343239241,0.0616847826086956,0.0271240250132471,"gulf",14,9,TRUE
"230","del20",2012,"Delma","t2","del20_t2",0.585,1.136254265,0.5146,33.4748913043478,19.323956043956,0.858890601132102,0.142161583734617,0.828375206389543,-0.0617109931267235,0.0898131868131868,0.0589376152456349,0.0517065217391304,0.026570469455947,"gulf",14,9,TRUE
"231","del20",2005,"Delma","t1","del20_t1",0.64,0.975897489,0.6559,32.9551086956522,19.9133333333333,0.997295218482967,0.085120714491501,1.17582096133313,-0.0767893155533604,0.0790555555555556,0.0446681549866637,0.0573152173913044,0.0317572971099941,"gulf",14,9,TRUE
"232","del20",2002,"Delma","t1","del20_t1",0.594,1.29466899,0.4591,33.6896739130435,21.0304444444444,1.47590376890946,0.0817668024859037,0.605219878465682,-0.037236202000247,0.0882777777777778,0.0477665267070773,0.0540760869565217,0.0272478383841313,"gulf",14,9,TRUE
"283","dib03",2007,"Dibba","t1","dib03_t1",0.822,1.441092507,0.8677,32.2091304347826,23.1011111111111,0.575233112384033,0.115039387578714,0.69315277825931,-0.0310672922583036,0.128122222222222,0.0843052010041762,0.121217391304348,0.044949012894088,"oman",24,8,TRUE
"284","dib03",2005,"Dibba","t2","dib03_t2",0.822,1.336233071,0.7719,31.9908695652174,23.2994444444444,0.681281609696286,0.0631905173478207,0.869123155670637,-0.0404379964604684,0.1399,0.0733981063956824,0.137858695652174,0.061210424581119,"oman",24,8,TRUE
"285","dib03",2006,"Dibba","t2","dib03_t2",0.733,1.452767194,0.3885,32.0104347826087,23.3508888888889,0.540864153424338,0.038813433757254,0.515576947803668,-0.0101396880273285,0.134788888888889,0.0735208438600757,0.136065217391304,0.0447222943512532,"oman",24,8,TRUE
"286","dib03",2008,"Dibba","t1","dib03_t1",0.916,1.31540649,0.6004,31.5465217391304,23.4028571428571,1.1318905382042,0.0903228382104786,0.571517038063558,-0.00540922747664312,0.119252747252747,0.0695144418898521,0.136891304347826,0.0689544293729425,"oman",24,8,TRUE
"287","dib03",2009,"Dibba","t1","dib03_t1",0.671,1.16638398,0.3582,32.399347826087,23.4728888888889,0.736786591828073,0.059426348931967,0.624305863942878,-0.0153455982220027,0.121411111111111,0.0567648202584689,0.131336956521739,0.0535884351091599,"oman",24,8,TRUE
"288","dib03",2007,"Dibba","t2","dib03_t2",1.334,1.537041951,0.5701,32.2091304347826,23.1011111111111,0.575233112384033,0.115039387578714,0.69315277825931,-0.0310672922583036,0.128122222222222,0.0843052010041762,0.121217391304348,0.044949012894088,"oman",24,8,TRUE
"289","dib03",2012,"Dibba","t1","dib03_t1",0.976,1.216829102,0.8426,31.7284782608696,23.053956043956,0.661417466289684,0.107883277770918,0.850208681277732,-0.0208199366176895,0.144593406593407,0.0871648474025546,0.108760869565217,0.0564760708960081,"oman",24,8,TRUE
"290","dib03",2006,"Dibba","t1","dib03_t1",0.605,1.557921745,0.5046,32.0104347826087,23.3508888888889,0.540864153424338,0.038813433757254,0.515576947803668,-0.0101396880273285,0.134788888888889,0.0735208438600757,0.136065217391304,0.0447222943512532,"oman",24,8,TRUE
"291","dib03",2012,"Dibba","t2","dib03_t2",1.101,1.306156105,0.8022,31.7284782608696,23.053956043956,0.661417466289684,0.107883277770918,0.850208681277732,-0.0208199366176895,0.144593406593407,0.0871648474025546,0.108760869565217,0.0564760708960081,"oman",24,8,TRUE
"292","dib03",2005,"Dibba","t1","dib03_t1",1.055,1.366213702,0.6155,31.9908695652174,23.2994444444444,0.681281609696286,0.0631905173478207,0.869123155670637,-0.0404379964604684,0.1399,0.0733981063956824,0.137858695652174,0.061210424581119,"oman",24,8,TRUE
"293","dib03",2008,"Dibba","t2","dib03_t2",0.778,1.295461955,0.6962,31.5465217391304,23.4028571428571,1.1318905382042,0.0903228382104786,0.571517038063558,-0.00540922747664312,0.119252747252747,0.0695144418898521,0.136891304347826,0.0689544293729425,"oman",24,8,TRUE
"294","dib03",2010,"Dibba","t2","dib03_t2",0.914,1.091720984,0.8072,31.7154347826087,24.2367777777778,0.94648115632373,0.0650891056509034,0.739681269409559,-0.0210092604025188,0.137488888888889,0.0717185893261387,0.147619565217391,0.0574551602310143,"oman",24,8,TRUE
"295","dib03",2013,"Dibba","t1","dib03_t1",0.779,1.980521891,0.4591,30.6972826086957,23.5027777777778,0.63331662702192,0.0554446227929375,0.618948245206067,-0.0217823599621353,0.106246575342466,0.064633535503792,0.0805842696629213,0.0442348610437833,"oman",24,8,TRUE
"296","dib03",2011,"Dibba","t1","dib03_t1",1.08,1.304807526,0.7417,31.786847826087,23.5003333333333,0.614433968074353,0.104802815162366,0.879189098598318,-0.01444309997119,0.122977777777778,0.0679932213702926,0.117076086956522,0.0450072603900363,"oman",24,8,TRUE
"297","dib03",2010,"Dibba","t1","dib03_t1",0.918,1.137807964,0.8375,31.7154347826087,24.2367777777778,0.94648115632373,0.0650891056509034,0.739681269409559,-0.0210092604025188,0.137488888888889,0.0717185893261387,0.147619565217391,0.0574551602310143,"oman",24,8,TRUE
"298","dib03",2013,"Dibba","t2","dib03_t2",1.012,2.204812165,0.3935,30.6972826086957,23.5027777777778,0.63331662702192,0.0554446227929375,0.618948245206067,-0.0217823599621353,0.106246575342466,0.064633535503792,0.0805842696629213,0.0442348610437833,"oman",24,8,TRUE
"299","dib03",2011,"Dibba","t2","dib03_t2",0.819,1.104479726,0.8275,31.786847826087,23.5003333333333,0.614433968074353,0.104802815162366,0.879189098598318,-0.01444309997119,0.122977777777778,0.0679932213702926,0.117076086956522,0.0450072603900363,"oman",24,8,TRUE
"300","dib03",2009,"Dibba","t2","dib03_t2",0.464,1.295224744,0.5752,32.399347826087,23.4728888888889,0.736786591828073,0.059426348931967,0.624305863942878,-0.0153455982220027,0.121411111111111,0.0567648202584689,0.131336956521739,0.0535884351091599,"oman",24,8,TRUE
"301","dib04",2009,"Dibba","t2","dib04_t2",0.913,1.321251654,0.6912,32.399347826087,23.4728888888889,0.736786591828073,0.059426348931967,0.624305863942878,-0.0153455982220027,0.121411111111111,0.0567648202584689,0.131336956521739,0.0535884351091599,"oman",28,14,TRUE
"302","dib04",2004,"Dibba","t2","dib04_t2",0.825,1.220492953,0.6761,31.3872826086957,23.6840659340659,0.819581164066918,0.0551739720953204,0.910669483548036,-0.0274097213647776,0.129956043956044,0.0611324449386398,0.111869565217391,0.048127855677524,"oman",28,14,TRUE
"303","dib04",2006,"Dibba","t1","dib04_t1",0.405,0.882587181,0.4591,32.0104347826087,23.3508888888889,0.540864153424338,0.038813433757254,0.515576947803668,-0.0101396880273285,0.134788888888889,0.0735208438600757,0.136065217391304,0.0447222943512532,"oman",28,14,TRUE
"304","dib04",2011,"Dibba","t2","dib04_t2",0.765,1.342453786,0.5702,31.786847826087,23.5003333333333,0.614433968074353,0.104802815162366,0.879189098598318,-0.01444309997119,0.122977777777778,0.0679932213702926,0.117076086956522,0.0450072603900363,"oman",28,14,TRUE
"305","dib04",2007,"Dibba","t1","dib04_t1",0.626,1.052191245,0.5954,32.2091304347826,23.1011111111111,0.575233112384033,0.115039387578714,0.69315277825931,-0.0310672922583036,0.128122222222222,0.0843052010041762,0.121217391304348,0.044949012894088,"oman",28,14,TRUE
"306","dib04",2011,"Dibba","t1","dib04_t1",0.672,1.268168566,0.5297,31.786847826087,23.5003333333333,0.614433968074353,0.104802815162366,0.879189098598318,-0.01444309997119,0.122977777777778,0.0679932213702926,0.117076086956522,0.0450072603900363,"oman",28,14,TRUE
"307","dib04",2005,"Dibba","t2","dib04_t2",0.602,1.158601402,0.5197,31.9908695652174,23.2994444444444,0.681281609696286,0.0631905173478207,0.869123155670637,-0.0404379964604684,0.1399,0.0733981063956824,0.137858695652174,0.061210424581119,"oman",28,14,TRUE
"308","dib04",2006,"Dibba","t2","dib04_t2",0.689,1.229956158,0.56,32.0104347826087,23.3508888888889,0.540864153424338,0.038813433757254,0.515576947803668,-0.0101396880273285,0.134788888888889,0.0735208438600757,0.136065217391304,0.0447222943512532,"oman",28,14,TRUE
"309","dib04",2003,"Dibba","t2","dib04_t2",0.652,1.153839779,0.565,30.8326086956522,23.3207777777778,0.563498756821012,0.0511215376383916,0.550988860431097,-0.0266920195908961,0.146966666666667,0.0729216063602366,0.0855,0.0434745093938157,"oman",28,14,TRUE
"310","dib04",2010,"Dibba","t1","dib04_t1",1.354,1.404901165,0.9637,31.7154347826087,24.2367777777778,0.94648115632373,0.0650891056509034,0.739681269409559,-0.0210092604025188,0.137488888888889,0.0717185893261387,0.147619565217391,0.0574551602310143,"oman",28,14,TRUE
"311","dib04",2000,"Dibba","t2","dib04_t2",1.335,1.2134878,1.0998,31.655652173913,23.3638461538462,0.596872905196127,0.0937841708852945,1.00440163625827,-0.0371386590937154,0.15010989010989,0.0785546448940623,0.133152173913043,0.0656050344460905,"oman",28,14,TRUE
"312","dib04",2005,"Dibba","t1","dib04_t1",0.614,0.936415702,0.6559,31.9908695652174,23.2994444444444,0.681281609696286,0.0631905173478207,0.869123155670637,-0.0404379964604684,0.1399,0.0733981063956824,0.137858695652174,0.061210424581119,"oman",28,14,TRUE
"313","dib04",2012,"Dibba","t1","dib04_t1",0.765,1.193485458,0.6408,31.7284782608696,23.053956043956,0.661417466289684,0.107883277770918,0.850208681277732,-0.0208199366176895,0.144593406593407,0.0871648474025546,0.108760869565217,0.0564760708960081,"oman",28,14,TRUE
"314","dib04",2007,"Dibba","t2","dib04_t2",0.763,1.41273323,0.5398,32.2091304347826,23.1011111111111,0.575233112384033,0.115039387578714,0.69315277825931,-0.0310672922583036,0.128122222222222,0.0843052010041762,0.121217391304348,0.044949012894088,"oman",28,14,TRUE
"315","dib04",2009,"Dibba","t1","dib04_t1",0.921,1.437410708,0.6407,32.399347826087,23.4728888888889,0.736786591828073,0.059426348931967,0.624305863942878,-0.0153455982220027,0.121411111111111,0.0567648202584689,0.131336956521739,0.0535884351091599,"oman",28,14,TRUE
"316","dib04",2003,"Dibba","t1","dib04_t1",0.828,1.181346408,0.7013,30.8326086956522,23.3207777777778,0.563498756821012,0.0511215376383916,0.550988860431097,-0.0266920195908961,0.146966666666667,0.0729216063602366,0.0855,0.0434745093938157,"oman",28,14,TRUE
"317","dib04",2001,"Dibba","t2","dib04_t2",0.828,1.23365919,0.6711,31.773152173913,23.1157777777778,0.651114822331803,0.0702539408157386,0.635286435955867,-0.023100300448615,0.1132,0.0640512786143636,0.130615384615385,0.0570800158122631,"oman",28,14,TRUE
"318","dib04",2008,"Dibba","t1","dib04_t1",0.77,1.271597441,0.6054,31.5465217391304,23.4028571428571,1.1318905382042,0.0903228382104786,0.571517038063558,-0.00540922747664312,0.119252747252747,0.0695144418898521,0.136891304347826,0.0689544293729425,"oman",28,14,TRUE
"319","dib04",2013,"Dibba","t1","dib04_t1",0.911,1.317850033,0.6912,30.6972826086957,23.5027777777778,0.63331662702192,0.0554446227929375,0.618948245206067,-0.0217823599621353,0.106246575342466,0.064633535503792,0.0805842696629213,0.0442348610437833,"oman",28,14,TRUE
"320","dib04",2008,"Dibba","t2","dib04_t2",0.738,1.180241681,0.6256,31.5465217391304,23.4028571428571,1.1318905382042,0.0903228382104786,0.571517038063558,-0.00540922747664312,0.119252747252747,0.0695144418898521,0.136891304347826,0.0689544293729425,"oman",28,14,TRUE
"321","dib04",2000,"Dibba","t1","dib04_t1",0.94,1.150706924,0.8173,31.655652173913,23.3638461538462,0.596872905196127,0.0937841708852945,1.00440163625827,-0.0371386590937154,0.15010989010989,0.0785546448940623,0.133152173913043,0.0656050344460905,"oman",28,14,TRUE
"322","dib04",2012,"Dibba","t2","dib04_t2",0.635,1.353432909,0.4692,31.7284782608696,23.053956043956,0.661417466289684,0.107883277770918,0.850208681277732,-0.0208199366176895,0.144593406593407,0.0871648474025546,0.108760869565217,0.0564760708960081,"oman",28,14,TRUE
"323","dib04",2004,"Dibba","t1","dib04_t1",0.762,1.179803781,0.6458,31.3872826086957,23.6840659340659,0.819581164066918,0.0551739720953204,0.910669483548036,-0.0274097213647776,0.129956043956044,0.0611324449386398,0.111869565217391,0.048127855677524,"oman",28,14,TRUE
"324","dib04",2013,"Dibba","t2","dib04_t2",1.067,1.374010601,0.7769,30.6972826086957,23.5027777777778,0.63331662702192,0.0554446227929375,0.618948245206067,-0.0217823599621353,0.106246575342466,0.064633535503792,0.0805842696629213,0.0442348610437833,"oman",28,14,TRUE
