,date,date1,yearday,Year,month,season,Site,MA,raw,year,raw_min,raw_max,normday
665,1992MAR12,12/3/92,72,1992,MAR,spring,Delma,18.41534348,18.4,1992,1,0,35
666,1992MAR13,13/3/92,73,1992,MAR,spring,Delma,18.43663102,18.59,1992,1,0,36
667,1992MAR14,14/3/92,74,1992,MAR,spring,Delma,18.45441355,18.61,1992,1,0,37
668,1992MAR15,15/3/92,75,1992,MAR,spring,Delma,18.53382507,18.74,1992,1,0,38
669,1992MAR16,16/3/92,76,1992,MAR,spring,Delma,18.5826484,18.68,1992,1,0,39
670,1992MAR17,17/3/92,77,1992,MAR,spring,Delma,18.66096195,18.81,1992,1,0,40
671,1992MAR18,18/3/92,78,1992,MAR,spring,Delma,18.78216702,18.94,1992,1,0,41
672,1992MAR19,19/3/92,79,1992,MAR,spring,Delma,18.93654475,19.15,1992,1,0,42
673,1992MAR20,20/3/92,80,1992,MAR,spring,Delma,19.11633878,19.39,1992,1,0,43
674,1992MAR21,21/3/92,81,1992,MAR,spring,Delma,19.21549361,19.23,1992,1,0,44
675,1992MAR22,22/3/92,82,1992,MAR,spring,Delma,19.2834278,19.2,1992,1,0,45
676,1992MAR23,23/3/92,83,1992,MAR,spring,Delma,19.20163742,18.69,1992,1,0,46
677,1992MAR24,24/3/92,84,1992,MAR,spring,Delma,19.04608577,18.39,1992,1,0,47
678,1992MAR25,25/3/92,85,1992,MAR,spring,Delma,18.861941,18.27,1992,1,0,48
679,1992MAR26,26/3/92,86,1992,MAR,spring,Delma,18.6076822,18,1992,1,0,49
680,1992MAR27,27/3/92,87,1992,MAR,spring,Delma,18.49865791,18.53,1992,1,0,50
681,1992MAR28,28/3/92,88,1992,MAR,spring,Delma,18.59083685,19.25,1992,1,0,51
682,1992MAR29,29/3/92,89,1992,MAR,spring,Delma,18.7100586,19.35,1992,1,0,52
683,1992MAR30,30/3/92,90,1992,MAR,spring,Delma,18.91605079,19.6,1992,1,0,53
684,1992MAR31,31/3/92,91,1992,MAR,spring,Delma,19.22591069,19.89,1992,1,0,54
685,1992APR01,1/4/92,92,1992,APR,spring,Delma,19.75978926,20.78,1992,1,0,55
686,1992APR02,2/4/92,93,1992,APR,spring,Delma,20.17115069,20.49,1992,1,0,56
687,1992APR03,3/4/92,94,1992,APR,spring,Delma,20.4863306,20.4,1992,1,0,57
688,1992APR04,4/4/92,95,1992,APR,spring,Delma,20.70281985,20.5,1992,1,0,58
689,1992APR05,5/4/92,96,1992,APR,spring,Delma,20.87311054,20.64,1992,1,0,59
690,1992APR06,6/4/92,97,1992,APR,spring,Delma,21.03736247,20.79,1992,1,0,60
691,1992APR07,7/4/92,98,1992,APR,spring,Delma,21.13571414,20.76,1992,1,0,61
692,1992APR08,8/4/92,99,1992,APR,spring,Delma,21.18495225,20.92,1992,1,0,62
693,1992APR09,9/4/92,100,1992,APR,spring,Delma,21.23029195,21.08,1992,1,0,63
694,1992APR10,10/4/92,101,1992,APR,spring,Delma,21.34291969,21.26,1992,1,0,64
695,1992APR11,11/4/92,102,1992,APR,spring,Delma,21.52786373,21.59,1992,1,0,65
696,1992APR12,12/4/92,103,1992,APR,spring,Delma,21.71214857,21.74,1992,1,0,66
697,1992APR13,13/4/92,104,1992,APR,spring,Delma,22.03386209,22.42,1992,1,0,67
698,1992APR14,14/4/92,105,1992,APR,spring,Delma,22.56068048,23.38,1992,1,0,68
699,1992APR15,15/4/92,106,1992,APR,spring,Delma,22.74992308,22.41,1992,1,0,69
700,1992APR16,16/4/92,107,1992,APR,spring,Delma,22.93260001,22.56,1992,1,0,70
701,1992APR17,17/4/92,108,1992,APR,spring,Delma,23.00425334,22.32,1992,1,0,71
702,1992APR18,18/4/92,109,1992,APR,spring,Delma,22.90168623,21.83,1992,1,0,72
703,1992APR19,19/4/92,110,1992,APR,spring,Delma,22.73812806,21.67,1992,1,0,73
704,1992APR20,20/4/92,111,1992,APR,spring,Delma,22.43704432,21.28,1992,1,0,74
705,1992APR21,21/4/92,112,1992,APR,spring,Delma,22.22677175,21.88,1992,1,0,75
706,1992APR22,22/4/92,113,1992,APR,spring,Delma,22.26920218,22.72,1992,1,0,76
707,1992APR23,23/4/92,114,1992,APR,spring,Delma,22.24064189,22.27,1992,1,0,77
708,1992APR24,24/4/92,115,1992,APR,spring,Delma,22.2485563,22.37,1992,1,0,78
709,1992APR25,25/4/92,116,1992,APR,spring,Delma,22.60808213,23.51,1992,1,0,79
710,1992APR26,26/4/92,117,1992,APR,spring,Delma,22.97367118,23.55,1992,1,0,80
711,1992APR27,27/4/92,118,1992,APR,spring,Delma,23.40984836,23.86,1992,1,0,81
712,1992APR28,28/4/92,119,1992,APR,spring,Delma,23.78986857,23.92,1992,1,0,82
713,1992APR29,29/4/92,120,1992,APR,spring,Delma,24.0018861,23.84,1992,1,0,83
714,1992APR30,30/4/92,121,1992,APR,spring,Delma,24.19963462,23.99,1992,1,0,84
715,1992MAY01,1/5/92,122,1992,MAY,spring,Delma,24.49035,24.35,1992,1,0,85
716,1992MAY02,2/5/92,123,1992,MAY,spring,Delma,24.73963667,24.65,1992,1,0,86
717,1992MAY03,3/5/92,124,1992,MAY,spring,Delma,24.99168511,25.08,1992,1,0,87
718,1992MAY04,4/5/92,125,1992,MAY,spring,Delma,25.12279376,24.84,1992,1,0,88
719,1992MAY05,5/5/92,126,1992,MAY,spring,Delma,25.20642126,24.82,1992,1,0,89
720,1992MAY06,6/5/92,127,1992,MAY,spring,Delma,25.26689843,24.77,1992,1,0,90
721,1993JAN29,29/1/93,29,1993,JAN,winter,Delma,18.29870558,18.44,1993,1,0,1
722,1993JAN30,30/1/93,30,1993,JAN,winter,Delma,18.31287817,18.82,1993,1,0,2
723,1993JAN31,31/1/93,31,1993,JAN,winter,Delma,18.33382775,18.88,1993,1,0,3
724,1993FEB01,1/2/93,32,1993,FEB,winter,Delma,18.35065071,18.87,1993,1,0,4
725,1993FEB02,2/2/93,33,1993,FEB,winter,Delma,18.42323062,19.04,1993,1,0,5
726,1993FEB03,3/2/93,34,1993,FEB,winter,Delma,18.5361332,19.14,1993,1,0,6
727,1993FEB04,4/2/93,35,1993,FEB,winter,Delma,18.68598211,19.19,1993,1,0,7
728,1993FEB05,5/2/93,36,1993,FEB,winter,Delma,18.76251783,18.89,1993,1,0,8
729,1993FEB06,6/2/93,37,1993,FEB,winter,Delma,18.80884878,18.87,1993,1,0,9
730,1993FEB07,7/2/93,38,1993,FEB,winter,Delma,18.87566895,19.08,1993,1,0,10
731,1993FEB08,8/2/93,39,1993,FEB,winter,Delma,18.94357975,19.13,1993,1,0,11
732,1993FEB09,9/2/93,40,1993,FEB,winter,Delma,19.11443579,19.59,1993,1,0,12
733,1993FEB10,10/2/93,41,1993,FEB,winter,Delma,19.24184435,19.58,1993,1,0,13
734,1993FEB11,11/2/93,42,1993,FEB,winter,Delma,19.36093177,19.65,1993,1,0,14
735,1993FEB12,12/2/93,43,1993,FEB,winter,Delma,19.64080753,20.25,1993,1,0,15
736,1993FEB13,13/2/93,44,1993,FEB,winter,Delma,19.88869986,20.19,1993,1,0,16
737,1993FEB14,14/2/93,45,1993,FEB,winter,Delma,20.09887321,20.22,1993,1,0,17
738,1993FEB15,15/2/93,46,1993,FEB,winter,Delma,20.18902345,19.94,1993,1,0,18
739,1993FEB16,16/2/93,47,1993,FEB,winter,Delma,20.24115366,19.97,1993,1,0,19
740,1993FEB17,17/2/93,48,1993,FEB,winter,Delma,20.08033317,19.31,1993,1,0,20
741,1993FEB18,18/2/93,49,1993,FEB,winter,Delma,19.83562208,18.93,1993,1,0,21
742,1993FEB19,19/2/93,50,1993,FEB,winter,Delma,19.59487247,18.99,1993,1,0,22
743,1993FEB20,20/2/93,51,1993,FEB,winter,Delma,19.35555614,19.01,1993,1,0,23
744,1993FEB21,21/2/93,52,1993,FEB,winter,Delma,19.50748199,20.35,1993,1,0,24
745,1993FEB22,22/2/93,53,1993,FEB,winter,Delma,19.46115106,19.62,1993,1,0,25
746,1993FEB23,23/2/93,54,1993,FEB,winter,Delma,19.41633092,19.54,1993,1,0,26
747,1993FEB24,24/2/93,55,1993,FEB,winter,Delma,19.36615346,19.34,1993,1,0,27
748,1993FEB25,25/2/93,56,1993,FEB,winter,Delma,19.501333,19.75,1993,1,0,28
749,1993FEB26,26/2/93,57,1993,FEB,winter,Delma,19.5624886,19.46,1993,1,0,29
750,1993FEB27,27/2/93,58,1993,FEB,winter,Delma,19.47949012,18.97,1993,1,0,30
751,1993FEB28,28/2/93,59,1993,FEB,winter,Delma,19.3835581,19.22,1993,1,0,31
752,1993MAR01,1/3/93,60,1993,MAR,spring,Delma,19.31841702,19.44,1993,1,0,32
753,1993MAR02,2/3/93,61,1993,MAR,spring,Delma,19.63596142,20.64,1993,1,0,33
754,1993MAR03,3/3/93,62,1993,MAR,spring,Delma,19.85516656,20.36,1993,1,0,34
755,1993MAR04,4/3/93,63,1993,MAR,spring,Delma,20.08714436,20.57,1993,1,0,35
756,1993MAR05,5/3/93,64,1993,MAR,spring,Delma,20.16819177,20.15,1993,1,0,36
757,1993MAR06,6/3/93,65,1993,MAR,spring,Delma,20.25843287,20.03,1993,1,0,37
758,1993MAR07,7/3/93,66,1993,MAR,spring,Delma,20.27797516,19.75,1993,1,0,38
759,1993MAR08,8/3/93,67,1993,MAR,spring,Delma,20.30357847,19.9,1993,1,0,39
760,1993MAR09,9/3/93,68,1993,MAR,spring,Delma,20.29243467,20.13,1993,1,0,40
761,1993MAR10,10/3/93,69,1993,MAR,spring,Delma,20.48811005,21.13,1993,1,0,41
762,1993MAR11,11/3/93,70,1993,MAR,spring,Delma,20.73436204,21.4,1993,1,0,42
763,1993MAR12,12/3/93,71,1993,MAR,spring,Delma,20.79911377,20.79,1993,1,0,43
764,1993MAR13,13/3/93,72,1993,MAR,spring,Delma,20.8378986,20.59,1993,1,0,44
765,1993MAR14,14/3/93,73,1993,MAR,spring,Delma,20.98084545,20.9,1993,1,0,45
766,1993MAR15,15/3/93,74,1993,MAR,spring,Delma,21.28406606,21.54,1993,1,0,46
767,1993MAR16,16/3/93,75,1993,MAR,spring,Delma,21.55085725,21.65,1993,1,0,47
768,1993MAR17,17/3/93,76,1993,MAR,spring,Delma,21.61474295,21.33,1993,1,0,48
769,1993MAR18,18/3/93,77,1993,MAR,spring,Delma,21.52144389,21.09,1993,1,0,49
770,1993MAR19,19/3/93,78,1993,MAR,spring,Delma,21.44725137,21.03,1993,1,0,50
771,1993MAR20,20/3/93,79,1993,MAR,spring,Delma,21.48761786,21.22,1993,1,0,51
772,1993MAR21,21/3/93,80,1993,MAR,spring,Delma,21.53126881,21.28,1993,1,0,52
773,1993MAR22,22/3/93,81,1993,MAR,spring,Delma,21.2017663,20.14,1993,1,0,53
774,1993MAR23,23/3/93,82,1993,MAR,spring,Delma,20.95153079,20.46,1993,1,0,54
775,1993MAR24,24/3/93,83,1993,MAR,spring,Delma,20.69799335,20.27,1993,1,0,55
776,1993MAR25,25/3/93,84,1993,MAR,spring,Delma,20.65692757,20.8,1993,1,0,56
777,1993MAR26,26/3/93,85,1993,MAR,spring,Delma,20.63867056,20.79,1993,1,0,57
778,1993MAR27,27/3/93,86,1993,MAR,spring,Delma,20.61151449,20.78,1993,1,0,58
779,1993MAR28,28/3/93,87,1993,MAR,spring,Delma,20.61131256,20.93,1993,1,0,59
780,1993MAR29,29/3/93,88,1993,MAR,spring,Delma,20.76580422,21.24,1993,1,0,60
781,1993MAR30,30/3/93,89,1993,MAR,spring,Delma,21.03169699,21.53,1993,1,0,61
782,1993MAR31,31/3/93,90,1993,MAR,spring,Delma,21.28813739,21.66,1993,1,0,62
783,1993APR01,1/4/93,91,1993,APR,spring,Delma,21.39971907,21.33,1993,1,0,63
784,1993APR02,2/4/93,92,1993,APR,spring,Delma,21.42708986,21.2,1993,1,0,64
785,1993APR03,3/4/93,93,1993,APR,spring,Delma,21.45481121,21.21,1993,1,0,65
786,1993APR04,4/4/93,94,1993,APR,spring,Delma,21.60816972,21.73,1993,1,0,66
787,1993APR05,5/4/93,95,1993,APR,spring,Delma,21.71041376,21.73,1993,1,0,67
788,1993APR06,6/4/93,96,1993,APR,spring,Delma,21.80702525,21.91,1993,1,0,68
789,1993APR07,7/4/93,97,1993,APR,spring,Delma,21.97208855,22.32,1993,1,0,69
790,1993APR08,8/4/93,98,1993,APR,spring,Delma,22.21381008,22.64,1993,1,0,70
791,1993APR09,9/4/93,99,1993,APR,spring,Delma,22.51796874,22.88,1993,1,0,71
792,1993APR10,10/4/93,100,1993,APR,spring,Delma,22.89623957,23.28,1993,1,0,72
793,1993APR11,11/4/93,101,1993,APR,spring,Delma,23.2020743,23.33,1993,1,0,73
794,1993APR12,12/4/93,102,1993,APR,spring,Delma,23.19779772,22.45,1993,1,0,74
795,1993APR13,13/4/93,103,1993,APR,spring,Delma,23.16075803,22.37,1993,1,0,75
796,1993APR14,14/4/93,104,1993,APR,spring,Delma,23.23332362,22.91,1993,1,0,76
797,1993APR15,15/4/93,105,1993,APR,spring,Delma,23.30088047,23.11,1993,1,0,77
798,1993APR16,16/4/93,106,1993,APR,spring,Delma,23.11676308,22.34,1993,1,0,78
799,1993APR17,17/4/93,107,1993,APR,spring,Delma,22.74919467,21.72,1993,1,0,79
800,1993APR18,18/4/93,108,1993,APR,spring,Delma,22.42996871,21.83,1993,1,0,80
801,1993APR19,19/4/93,109,1993,APR,spring,Delma,22.47263955,22.82,1993,1,0,81
802,1993APR20,20/4/93,110,1993,APR,spring,Delma,22.66162094,23.15,1993,1,0,82
803,1993APR21,21/4/93,111,1993,APR,spring,Delma,23.09073815,24.26,1993,1,0,83
804,1993APR22,22/4/93,112,1993,APR,spring,Delma,23.44263973,24.37,1993,1,0,84
805,1993APR23,23/4/93,113,1993,APR,spring,Delma,23.69228777,24.02,1993,1,0,85
806,1993APR24,24/4/93,114,1993,APR,spring,Delma,23.8466494,23.44,1993,1,0,86
807,1993APR25,25/4/93,115,1993,APR,spring,Delma,23.95576281,23.22,1993,1,0,87
808,1993APR26,26/4/93,116,1993,APR,spring,Delma,23.94499444,23.1,1993,1,0,88
809,1993APR27,27/4/93,117,1993,APR,spring,Delma,23.90899518,23.33,1993,1,0,89
810,1993APR28,28/4/93,118,1993,APR,spring,Delma,23.83512915,23.53,1993,1,0,90
811,1994FEB07,7/2/94,38,1994,FEB,winter,Delma,19.69739004,19.4,1994,1,0,1
812,1994FEB08,8/2/94,39,1994,FEB,winter,Delma,19.43973804,19.58,1994,1,0,2
813,1994FEB09,9/2/94,40,1994,FEB,winter,Delma,19.38843963,20.21,1994,1,0,3
814,1994FEB10,10/2/94,41,1994,FEB,winter,Delma,19.53664768,20.54,1994,1,0,4
815,1994FEB11,11/2/94,42,1994,FEB,winter,Delma,19.77976132,20.59,1994,1,0,5
816,1994FEB12,12/2/94,43,1994,FEB,winter,Delma,19.94512648,20.4,1994,1,0,6
817,1994FEB13,13/2/94,44,1994,FEB,winter,Delma,20.06177628,20.38,1994,1,0,7
818,1994FEB14,14/2/94,45,1994,FEB,winter,Delma,20.22220611,20.51,1994,1,0,8
819,1994FEB15,15/2/94,46,1994,FEB,winter,Delma,20.27657863,20.06,1994,1,0,9
820,1994FEB16,16/2/94,47,1994,FEB,winter,Delma,20.22170148,19.88,1994,1,0,10
821,1994FEB17,17/2/94,48,1994,FEB,winter,Delma,20.11280795,19.89,1994,1,0,11
822,1994FEB18,18/2/94,49,1994,FEB,winter,Delma,20.01443356,19.97,1994,1,0,12
823,1994FEB19,19/2/94,50,1994,FEB,winter,Delma,19.89317575,19.8,1994,1,0,13
824,1994FEB20,20/2/94,51,1994,FEB,winter,Delma,19.72741898,19.52,1994,1,0,14
825,1994FEB21,21/2/94,52,1994,FEB,winter,Delma,19.64042978,19.76,1994,1,0,15
826,1994FEB22,22/2/94,53,1994,FEB,winter,Delma,19.64237248,19.97,1994,1,0,16
827,1994FEB23,23/2/94,54,1994,FEB,winter,Delma,19.75272282,20.22,1994,1,0,17
828,1994FEB24,24/2/94,55,1994,FEB,winter,Delma,19.95569311,20.58,1994,1,0,18
829,1994FEB25,25/2/94,56,1994,FEB,winter,Delma,20.12826736,20.59,1994,1,0,19
830,1994FEB26,26/2/94,57,1994,FEB,winter,Delma,20.16383171,20.14,1994,1,0,20
831,1994FEB27,27/2/94,58,1994,FEB,winter,Delma,20.19798748,20.04,1994,1,0,21
832,1994FEB28,28/2/94,59,1994,FEB,winter,Delma,20.23825582,20.07,1994,1,0,22
833,1994MAR01,1/3/94,60,1994,MAR,spring,Delma,20.38982171,20.62,1994,1,0,23
834,1994MAR02,2/3/94,61,1994,MAR,spring,Delma,20.20517882,19.55,1994,1,0,24
835,1994MAR03,3/3/94,62,1994,MAR,spring,Delma,20.12182164,19.99,1994,1,0,25
836,1994MAR04,4/3/94,63,1994,MAR,spring,Delma,20.05957875,20.12,1994,1,0,26
837,1994MAR05,5/3/94,64,1994,MAR,spring,Delma,20.18163492,20.67,1994,1,0,27
838,1994MAR06,6/3/94,65,1994,MAR,spring,Delma,20.1160836,19.89,1994,1,0,28
839,1994MAR07,7/3/94,66,1994,MAR,spring,Delma,20.06127245,19.88,1994,1,0,29
840,1994MAR08,8/3/94,67,1994,MAR,spring,Delma,20.03643612,20.11,1994,1,0,30
841,1994MAR09,9/3/94,68,1994,MAR,spring,Delma,20.20157797,20.68,1994,1,0,31
842,1994MAR10,10/3/94,69,1994,MAR,spring,Delma,20.36003424,20.58,1994,1,0,32
843,1994MAR11,11/3/94,70,1994,MAR,spring,Delma,20.61402968,21.16,1994,1,0,33
844,1994MAR12,12/3/94,71,1994,MAR,spring,Delma,20.81815905,21.27,1994,1,0,34
845,1994MAR13,13/3/94,72,1994,MAR,spring,Delma,20.87973785,20.78,1994,1,0,35
846,1994MAR14,14/3/94,73,1994,MAR,spring,Delma,21.02043947,20.91,1994,1,0,36
847,1994MAR15,15/3/94,74,1994,MAR,spring,Delma,21.13571421,20.94,1994,1,0,37
848,1994MAR16,16/3/94,75,1994,MAR,spring,Delma,21.18495231,20.95,1994,1,0,38
849,1994MAR17,17/3/94,76,1994,MAR,spring,Delma,21.14295867,20.75,1994,1,0,39
850,1994MAR18,18/3/94,77,1994,MAR,spring,Delma,21.15456418,21.05,1994,1,0,40
851,1994MAR19,19/3/94,78,1994,MAR,spring,Delma,21.08662229,20.93,1994,1,0,41
852,1994MAR20,20/3/94,79,1994,MAR,spring,Delma,21.07173932,21,1994,1,0,42
853,1994MAR21,21/3/94,80,1994,MAR,spring,Delma,21.04550741,20.86,1994,1,0,43
854,1994MAR22,22/3/94,81,1994,MAR,spring,Delma,21.01477309,20.87,1994,1,0,44
855,1994MAR23,23/3/94,82,1994,MAR,spring,Delma,21.10280334,21.31,1994,1,0,45
856,1994MAR24,24/3/94,83,1994,MAR,spring,Delma,21.18109623,21.27,1994,1,0,46
857,1994MAR25,25/3/94,84,1994,MAR,spring,Delma,21.22095007,21.19,1994,1,0,47
858,1994MAR26,26/3/94,85,1994,MAR,spring,Delma,21.27282339,21.3,1994,1,0,48
859,1994MAR27,27/3/94,86,1994,MAR,spring,Delma,21.31844694,21.29,1994,1,0,49
860,1994MAR28,28/3/94,87,1994,MAR,spring,Delma,21.44798735,21.61,1994,1,0,50
861,1994MAR29,29/3/94,88,1994,MAR,spring,Delma,21.59292237,21.7,1994,1,0,51
862,1994MAR30,30/3/94,89,1994,MAR,spring,Delma,21.74986605,21.93,1994,1,0,52
863,1994MAR31,31/3/94,90,1994,MAR,spring,Delma,21.90988391,22.12,1994,1,0,53
864,1994APR01,1/4/94,91,1994,APR,spring,Delma,22.19523272,22.64,1994,1,0,54
865,1994APR02,2/4/94,92,1994,APR,spring,Delma,22.42986836,22.6,1994,1,0,55
866,1994APR03,3/4/94,93,1994,APR,spring,Delma,22.42388591,21.84,1994,1,0,56
867,1994APR04,4/4/94,94,1994,APR,spring,Delma,22.25936779,21.32,1994,1,0,57
868,1994APR05,5/4/94,95,1994,APR,spring,Delma,22.06278542,21.22,1994,1,0,58
869,1994APR06,6/4/94,96,1994,APR,spring,Delma,21.87641403,21.24,1994,1,0,59
870,1994APR07,7/4/94,97,1994,APR,spring,Delma,22.10022549,22.79,1994,1,0,60
871,1994APR08,8/4/94,98,1994,APR,spring,Delma,22.45752876,23.58,1994,1,0,61
872,1994APR09,9/4/94,99,1994,APR,spring,Delma,22.74852493,23.63,1994,1,0,62
873,1994APR10,10/4/94,100,1994,APR,spring,Delma,22.87005494,22.94,1994,1,0,63
874,1994APR11,11/4/94,101,1994,APR,spring,Delma,23.01804761,22.78,1994,1,0,64
875,1994APR12,12/4/94,102,1994,APR,spring,Delma,23.12630793,22.55,1994,1,0,65
876,1994APR13,13/4/94,103,1994,APR,spring,Delma,23.22013354,22.53,1994,1,0,66
877,1994APR14,14/4/94,104,1994,APR,spring,Delma,23.49011573,23.63,1994,1,0,67
878,1994APR15,15/4/94,105,1994,APR,spring,Delma,23.4721003,23.27,1994,1,0,68
879,1994APR16,16/4/94,106,1994,APR,spring,Delma,23.34448693,23.06,1994,1,0,69
880,1994APR17,17/4/94,107,1994,APR,spring,Delma,23.255222,22.98,1994,1,0,70
881,1994APR18,18/4/94,108,1994,APR,spring,Delma,23.3011924,23.23,1994,1,0,71
882,1994APR19,19/4/94,109,1994,APR,spring,Delma,23.35370008,23.18,1994,1,0,72
883,1994APR20,20/4/94,110,1994,APR,spring,Delma,23.48254007,23.43,1994,1,0,73
884,1994APR21,21/4/94,111,1994,APR,spring,Delma,23.65286806,23.92,1994,1,0,74
885,1994APR22,22/4/94,112,1994,APR,spring,Delma,24.12448565,25.32,1994,1,0,75
886,1994APR23,23/4/94,113,1994,APR,spring,Delma,24.50988757,25.09,1994,1,0,76
887,1994APR24,24/4/94,114,1994,APR,spring,Delma,24.85790256,25.07,1994,1,0,77
888,1994APR25,25/4/94,115,1994,APR,spring,Delma,25.15618222,25.1,1994,1,0,78
889,1994APR26,26/4/94,116,1994,APR,spring,Delma,25.43069125,25.21,1994,1,0,79
890,1994APR27,27/4/94,117,1994,APR,spring,Delma,25.72193242,25.46,1994,1,0,80
891,1994APR28,28/4/94,118,1994,APR,spring,Delma,26.16767476,26.37,1994,1,0,81
892,1994APR29,29/4/94,119,1994,APR,spring,Delma,26.39065146,26.23,1994,1,0,82
893,1994APR30,30/4/94,120,1994,APR,spring,Delma,26.45523127,26.04,1994,1,0,83
894,1994MAY01,1/5/94,121,1994,MAY,spring,Delma,26.4318671,25.68,1994,1,0,84
895,1994MAY02,2/5/94,122,1994,MAY,spring,Delma,26.36828482,25.52,1994,1,0,85
896,1994MAY03,3/5/94,123,1994,MAY,spring,Delma,26.37318018,25.78,1994,1,0,86
897,1994MAY04,4/5/94,124,1994,MAY,spring,Delma,26.36408949,25.82,1994,1,0,87
898,1994MAY05,5/5/94,125,1994,MAY,spring,Delma,26.40687755,26.3,1994,1,0,88
899,1994MAY06,6/5/94,126,1994,MAY,spring,Delma,26.34196055,26.11,1994,1,0,89
900,1994MAY07,7/5/94,127,1994,MAY,spring,Delma,26.26236581,25.94,1994,1,0,90
901,1995JAN23,23/1/95,23,1995,JAN,winter,Delma,20.36739024,19.34,1995,1,0,1
902,1995JAN24,24/1/95,24,1995,JAN,winter,Delma,20.09040487,19.53,1995,1,0,2
903,1995JAN25,25/1/95,25,1995,JAN,winter,Delma,19.84568422,19.72,1995,1,0,3
904,1995JAN26,26/1/95,26,1995,JAN,winter,Delma,19.69892633,20,1995,1,0,4
905,1995JAN27,27/1/95,27,1995,JAN,winter,Delma,19.52173615,19.72,1995,1,0,5
906,1995JAN28,28/1/95,28,1995,JAN,winter,Delma,19.39750466,19.75,1995,1,0,6
907,1995JAN29,29/1/95,29,1995,JAN,winter,Delma,19.42517071,19.92,1995,1,0,7
908,1995JAN30,30/1/95,30,1995,JAN,winter,Delma,19.53314795,19.85,1995,1,0,8
909,1995JAN31,31/1/95,31,1995,JAN,winter,Delma,19.68672822,20.06,1995,1,0,9
910,1995FEB01,1/2/95,32,1995,FEB,winter,Delma,19.73049779,19.82,1995,1,0,10
911,1995FEB02,2/2/95,33,1995,FEB,winter,Delma,19.85709809,20.27,1995,1,0,11
912,1995FEB03,3/2/95,34,1995,FEB,winter,Delma,20.10281834,20.78,1995,1,0,12
913,1995FEB04,4/2/95,35,1995,FEB,winter,Delma,20.3217759,20.74,1995,1,0,13
914,1995FEB05,5/2/95,36,1995,FEB,winter,Delma,20.47953911,20.67,1995,1,0,14
915,1995FEB06,6/2/95,37,1995,FEB,winter,Delma,20.64693389,20.81,1995,1,0,15
916,1995FEB07,7/2/95,38,1995,FEB,winter,Delma,20.53467604,19.88,1995,1,0,16
917,1995FEB08,8/2/95,39,1995,FEB,winter,Delma,20.31671924,19.42,1995,1,0,17
918,1995FEB09,9/2/95,40,1995,FEB,winter,Delma,20.25249,19.94,1995,1,0,18
919,1995FEB10,10/2/95,41,1995,FEB,winter,Delma,20.17549134,20.1,1995,1,0,19
920,1995FEB11,11/2/95,42,1995,FEB,winter,Delma,20.04275916,19.97,1995,1,0,20
921,1995FEB12,12/2/95,43,1995,FEB,winter,Delma,19.82839127,19.57,1995,1,0,21
922,1995FEB13,13/2/95,44,1995,FEB,winter,Delma,19.64327244,19.59,1995,1,0,22
923,1995FEB14,14/2/95,45,1995,FEB,winter,Delma,19.55950278,19.68,1995,1,0,23
924,1995FEB15,15/2/95,46,1995,FEB,winter,Delma,19.62490241,19.85,1995,1,0,24
925,1995FEB16,16/2/95,47,1995,FEB,winter,Delma,19.70958209,19.97,1995,1,0,25
926,1995FEB17,17/2/95,48,1995,FEB,winter,Delma,19.76430447,20.07,1995,1,0,26
927,1995FEB18,18/2/95,49,1995,FEB,winter,Delma,19.76706388,19.91,1995,1,0,27
928,1995FEB19,19/2/95,50,1995,FEB,winter,Delma,19.85812203,20.11,1995,1,0,28
929,1995FEB20,20/2/95,51,1995,FEB,winter,Delma,19.91703909,19.94,1995,1,0,29
930,1995FEB21,21/2/95,52,1995,FEB,winter,Delma,19.96076721,19.94,1995,1,0,30
931,1995FEB22,22/2/95,53,1995,FEB,winter,Delma,20.01333158,20.06,1995,1,0,31
932,1995FEB23,23/2/95,54,1995,FEB,winter,Delma,20.06888737,20.17,1995,1,0,32
933,1995FEB24,24/2/95,55,1995,FEB,winter,Delma,20.08370239,20.1,1995,1,0,33
934,1995FEB25,25/2/95,56,1995,FEB,winter,Delma,20.18320874,20.41,1995,1,0,34
935,1995FEB26,26/2/95,57,1995,FEB,winter,Delma,20.29344757,20.51,1995,1,0,35
936,1995FEB27,27/2/95,58,1995,FEB,winter,Delma,20.36032123,20.41,1995,1,0,36
937,1995FEB28,28/2/95,59,1995,FEB,winter,Delma,20.33894507,20.07,1995,1,0,37
938,1995MAR01,1/3/95,60,1995,MAR,spring,Delma,20.38175239,20.33,1995,1,0,38
939,1995MAR02,2/3/95,61,1995,MAR,spring,Delma,20.28351874,19.88,1995,1,0,39
940,1995MAR03,3/3/95,62,1995,MAR,spring,Delma,20.17438291,19.8,1995,1,0,40
941,1995MAR04,4/3/95,63,1995,MAR,spring,Delma,20.21046519,20.35,1995,1,0,41
942,1995MAR05,5/3/95,64,1995,MAR,spring,Delma,20.24106983,20.45,1995,1,0,42
943,1995MAR06,6/3/95,65,1995,MAR,spring,Delma,20.49426052,21.3,1995,1,0,43
944,1995MAR07,7/3/95,66,1995,MAR,spring,Delma,20.64702578,20.94,1995,1,0,44
945,1995MAR08,8/3/95,67,1995,MAR,spring,Delma,20.74208901,20.78,1995,1,0,45
946,1995MAR09,9/3/95,68,1995,MAR,spring,Delma,20.89581048,21,1995,1,0,46
