Date,date1,SST,SST_Anomaly,HotSpot,DHW
2014-May-31,31/5/14,31.942,1.778,0,0
2014-Jun-01,1/6/14,32.521,2.276,0,0
2014-Jun-02,2/6/14,32.987,2.663,0.457,0
2014-Jun-03,3/6/14,32.761,2.356,0.23,0
2014-Jun-04,4/6/14,31.486,1.002,0,0
2014-Jun-05,5/6/14,31.166,0.601,0,0
2014-Jun-06,6/6/14,31.443,0.799,0,0
2014-Jun-07,7/6/14,31.761,1.036,0,0
2014-Jun-08,8/6/14,32.083,1.279,0,0
2014-Jun-09,9/6/14,31.986,1.102,0,0
2014-Jun-10,10/6/14,31.998,1.034,0,0
2014-Jun-11,11/6/14,32.634,1.59,0.104,0
2014-Jun-12,12/6/14,32.595,1.47,0.064,0
2014-Jun-13,13/6/14,,,,0
2014-Jun-14,14/6/14,,,,0
2014-Jun-15,15/6/14,,,,0
2014-Jun-16,16/6/14,32.058,0.655,0,0
2014-Jun-17,17/6/14,31.507,0.065,0,0
2014-Jun-18,18/6/14,32.433,0.952,0,0
2014-Jun-19,19/6/14,32.046,0.527,0,0
2014-Jun-20,20/6/14,32.208,0.649,0,0
2014-Jun-21,21/6/14,32.532,0.934,0.001,0
2014-Jun-22,22/6/14,32.955,1.318,0.424,0
2014-Jun-23,23/6/14,32.557,0.881,0.026,0
2014-Jun-24,24/6/14,31.053,-0.661,0,0
2014-Jun-25,25/6/14,31.93,0.177,0,0
2014-Jun-26,26/6/14,32.26,0.468,0,0
2014-Jun-27,27/6/14,31.597,-0.234,0,0
2014-Jun-28,28/6/14,31.4,-0.47,0,0
2014-Jun-29,29/6/14,31.354,-0.555,0,0
2014-Jun-30,30/6/14,32.109,0.162,0,0
2014-Jul-01,1/7/14,32.583,0.596,0.052,0
2014-Jul-02,2/7/14,32.038,0.013,0,0
2014-Jul-03,3/7/14,31.922,-0.142,0,0
2014-Jul-04,4/7/14,32.153,0.05,0,0
2014-Jul-05,5/7/14,32.675,0.534,0.145,0
2014-Jul-06,6/7/14,33.024,0.843,0.493,0
2014-Jul-07,7/7/14,32.498,0.279,0,0
2014-Jul-08,8/7/14,32.641,0.383,0.111,0
2014-Jul-09,9/7/14,32.493,0.195,0,0
2014-Jul-10,10/7/14,32.86,0.524,0.329,0
2014-Jul-11,11/7/14,33.492,1.117,0.962,0
2014-Jul-12,12/7/14,32.949,0.535,0.418,0
2014-Jul-13,13/7/14,31.857,-0.595,0,0
2014-Jul-14,14/7/14,31.419,-1.072,0,0
2014-Jul-15,15/7/14,31.654,-0.877,0,0
2014-Jul-16,16/7/14,32.171,-0.335,0,0
2014-Jul-17,17/7/14,32.137,-0.344,0,0
2014-Jul-18,18/7/14,32.006,-0.45,0,0
2014-Jul-19,19/7/14,31.804,-0.628,0,0
2014-Jul-20,20/7/14,32.282,-0.124,0,0
2014-Jul-21,21/7/14,32.198,-0.183,0,0
2014-Jul-22,22/7/14,32.243,-0.114,0,0
2014-Jul-23,23/7/14,32.308,-0.024,0,0
2014-Jul-24,24/7/14,32.828,0.521,0.298,0
2014-Jul-25,25/7/14,32.396,0.113,0,0
2014-Jul-26,26/7/14,32.242,-0.015,0,0
2014-Jul-27,27/7/14,32.468,0.236,0,0
2014-Jul-28,28/7/14,32.54,0.333,0.01,0
2014-Jul-29,29/7/14,32.765,0.582,0.235,0
2014-Jul-30,30/7/14,32.82,0.661,0.289,0
2014-Jul-31,31/7/14,32.397,0.263,0,0
2014-Aug-01,1/8/14,32.283,0.175,0,0
2014-Aug-02,2/8/14,32.745,0.661,0.215,0
2014-Aug-03,3/8/14,32.692,0.632,0.161,0
2014-Aug-04,4/8/14,32.917,0.883,0.387,0
2014-Aug-05,5/8/14,32.59,0.58,0.059,0
2014-Aug-06,6/8/14,32.158,0.173,0,0
2014-Aug-07,7/8/14,32.624,0.664,0.094,0
2014-Aug-08,8/8/14,32.642,0.707,0.111,0
2014-Aug-09,9/8/14,32.188,0.278,0,0
2014-Aug-10,10/8/14,31.564,-0.321,0,0
2014-Aug-11,11/8/14,31.08,-0.781,0,0
2014-Aug-12,12/8/14,31.446,-0.39,0,0
2014-Aug-13,13/8/14,30.904,-0.907,0,0
2014-Aug-14,14/8/14,30.639,-1.147,0,0
2014-Aug-15,15/8/14,30.357,-1.404,0,0
2014-Aug-16,16/8/14,29.961,-1.772,0,0
2014-Aug-17,17/8/14,31.293,-0.412,0,0
2014-Aug-18,18/8/14,30.251,-1.425,0,0
2014-Aug-19,19/8/14,30.795,-0.853,0,0
2014-Aug-20,20/8/14,30.808,-0.811,0,0
2014-Aug-21,21/8/14,31.139,-0.451,0,0
2014-Aug-22,22/8/14,31.174,-0.388,0,0
2014-Aug-23,23/8/14,31.09,-0.444,0,0
2014-Aug-24,24/8/14,30.398,-1.108,0,0
2014-Aug-25,25/8/14,30.322,-1.155,0,0
2014-Aug-26,26/8/14,30.388,-1.061,0,0
2014-Aug-27,27/8/14,31.061,-0.359,0,0
2014-Aug-28,28/8/14,31.114,-0.278,0,0
2014-Aug-29,29/8/14,31.249,-0.114,0,0
2014-Aug-30,30/8/14,31.021,-0.314,0,0
2014-Aug-31,31/8/14,31.091,-0.215,0,0
2014-Sep-01,1/9/14,31.978,0.7,0,0
2014-Sep-02,2/9/14,32.678,1.429,0.148,0
2014-Sep-03,3/9/14,31.6,0.379,0,0
2014-Sep-04,4/9/14,32.059,0.867,0,0
2014-Sep-05,5/9/14,32.163,0.999,0,0
2014-Sep-06,6/9/14,32.257,1.121,0,0
2014-Sep-07,7/9/14,32.157,1.05,0,0
2014-Sep-08,8/9/14,31.789,0.71,0,0
2014-Sep-09,9/9/14,31.697,0.647,0,0
2014-Sep-10,10/9/14,31.816,0.795,0,0
2014-Sep-11,11/9/14,31.997,1.004,0,0
2014-Sep-12,12/9/14,31.874,0.909,0,0
2014-Sep-13,13/9/14,31.902,0.965,0,0
2014-Sep-14,14/9/14,31.438,0.53,0,0
2014-Sep-15,15/9/14,31.351,0.471,0,0
2014-Sep-16,16/9/14,32.1,1.243,0,0
