distance,t1,t2,date,date1,sst,sstanom,hotspot,dhw
2.2805,1.001430783,1.030626666,2013-Jun-21,21/6/13,31.486,-0.111,0,0
2.2855,1.007320262,1.038060991,2013-Jun-20,20/6/13,30.862,-0.696,0,0
2.2905,1.010936515,1.048225653,2013-Jun-19,19/6/13,31.549,0.03,0,0
2.2956,1.017107356,1.064731611,2013-Jun-18,18/6/13,32.331,0.85,0,0
2.3006,1.024399716,1.083176185,2013-Jun-17,17/6/13,31.881,0.439,0,0
2.3057,1.022206356,1.101436331,2013-Jun-16,16/6/13,31.652,0.249,0,0
2.3107,1.020529903,1.11335985,2013-Jun-15,15/6/13,32.141,0.777,0,0
2.3158,1.017588356,1.122211366,2013-Jun-14,14/6/13,31.163,-0.122,0,0
2.3208,1.010929936,1.126933882,2013-Jun-13,13/6/13,31.138,-0.066,0,0
2.3259,1.003450397,1.118124309,2013-Jun-12,12/6/13,31.285,0.161,0,0
2.3309,0.994385714,1.102834314,2013-Jun-11,11/6/13,32.039,0.995,0,0
2.3359,0.990624745,1.084769991,2013-Jun-10,10/6/13,31.367,0.402,0,0
2.341,0.987489325,1.057505151,2013-Jun-09,9/6/13,31.421,0.536,0,0
2.346,0.985170129,1.031532429,2013-Jun-08,8/6/13,31.612,0.807,0,0
2.3511,0.985759278,1.005318304,2013-Jun-07,7/6/13,31.866,1.142,0,0
2.3561,0.988529001,0.982238052,2013-Jun-06,6/6/13,31.006,0.361,0,0
2.3612,0.990391424,0.963079129,2013-Jun-05,5/6/13,31.591,1.026,0,0
2.3662,0.994207509,0.947561784,2013-Jun-04,4/6/13,31.829,1.344,0,0
2.3713,0.994467968,0.939628697,2013-Jun-03,3/6/13,30.352,-0.053,0,0
2.3763,0.991353632,0.93311016,2013-Jun-02,2/6/13,30.406,0.081,0,0
2.3814,0.991140263,0.928145261,2013-Jun-01,1/6/13,30.608,0.363,0,0
2.3864,0.990837198,0.925724102,2013-May-31,31/5/13,29.928,-0.237,0,0
2.3914,0.989532003,0.920966087,2013-May-30,30/5/13,29.834,-0.251,0,0
2.3965,0.985151274,0.916898738,2013-May-29,29/5/13,29.622,-0.383,0,0
2.4015,0.979090199,0.913750727,2013-May-28,28/5/13,29.542,-0.383,0,0
2.4066,0.971815044,0.911864794,2013-May-27,27/5/13,29.38,-0.465,0,0
2.4116,0.961710408,0.908534752,2013-May-26,26/5/13,29.683,-0.082,0,0
2.4167,0.952985216,0.897959344,2013-May-25,25/5/13,29.063,-0.622,0,0
2.4217,0.946409679,0.886775331,2013-May-24,24/5/13,28.897,-0.708,0,0
2.4268,0.941086602,0.877426235,2013-May-23,23/5/13,29.219,-0.306,0,0
2.4318,0.936735775,0.86662311,2013-May-22,22/5/13,29.142,-0.303,0,0
2.4369,0.930232879,0.857975207,2013-May-21,21/5/13,29.439,0.073,0,0
2.4419,0.920124784,0.853265234,2013-May-20,20/5/13,29.373,0.088,0,0
2.4469,0.916588865,0.852693252,2013-May-19,19/5/13,29.05,-0.155,0,0
2.452,0.917030144,0.85424219,2013-May-18,18/5/13,28.835,-0.29,0,0
2.457,0.922527524,0.85574889,2013-May-17,17/5/13,29.511,0.466,0,0
2.4621,0.929832519,0.860113715,2013-May-16,16/5/13,29.781,0.816,0,0
2.4671,0.935987328,0.864586092,2013-May-15,15/5/13,29.19,0.304,0,0
2.4722,0.942402568,0.870362605,2013-May-14,14/5/13,27.968,-0.808,0,0
2.4772,0.946882746,0.880330597,2013-May-13,13/5/13,29.452,0.786,0,0
2.4823,0.94888871,0.889430073,2013-May-12,12/5/13,29.259,0.703,0,0
2.4873,0.94954337,0.898912637,2013-May-11,11/5/13,28.097,-0.35,0,0
2.4924,0.948115664,0.906531954,2013-May-10,10/5/13,27.544,-0.792,0,0
2.4974,0.945983977,0.910816756,2013-May-09,9/5/13,26.791,-1.436,0,0
2.5024,0.943950715,0.91367959,2013-May-08,8/5/13,27.54,-0.577,0,0
2.5075,0.944619842,0.920246651,2013-May-07,7/5/13,27.222,-0.785,0,0
2.5125,0.9464181,0.923762133,2013-May-06,6/5/13,27.049,-0.848,0,0
2.5176,0.945296379,0.926522458,2013-May-05,5/5/13,27.372,-0.416,0,0
2.5226,0.945501053,0.928557218,2013-May-04,4/5/13,27.618,-0.06,0,0
2.5277,0.945860872,0.932621618,2013-May-03,3/5/13,27.599,0.031,0,0
2.5327,0.941283719,0.937022554,2013-May-02,2/5/13,27.191,-0.268,0,0
2.5378,0.935951218,0.93872208,2013-May-01,1/5/13,27.622,0.273,0,0
2.5428,0.929824884,0.938659999,2013-Apr-30,30/4/13,27.968,0.729,0,0
2.5478,0.933259383,0.936785879,2013-Apr-29,29/4/13,27.167,0.038,0,0
2.5529,0.932581576,0.938563862,2013-Apr-28,28/4/13,25.676,-1.343,0,0
2.5579,0.92983248,0.940735635,2013-Apr-27,27/4/13,26.483,-0.426,0,0
2.563,0.926730896,0.942588965,2013-Apr-26,26/4/13,26.649,-0.151,0,0
2.568,0.923436512,0.949394335,2013-Apr-25,25/4/13,26.633,-0.057,0,0
2.5731,0.919148593,0.954824118,2013-Apr-24,24/4/13,26.749,0.169,0,0
2.5781,0.916500187,0.959112572,2013-Apr-23,23/4/13,26.849,0.378,0,0
2.5832,0.912004777,0.958943867,2013-Apr-22,22/4/13,27.166,0.805,0,0
2.5882,0.908716712,0.957211363,2013-Apr-21,21/4/13,27.915,1.664,0,0
2.5933,0.901480992,0.955153268,2013-Apr-20,20/4/13,28.491,2.35,0,0
2.5983,0.894476435,0.955669745,2013-Apr-19,19/4/13,28.16,2.128,0,0
2.6033,0.886507884,0.954381943,2013-Apr-18,18/4/13,27.726,1.804,0,0
2.6084,0.883853067,0.952922645,2013-Apr-17,17/4/13,28.499,2.687,0,0
2.6134,0.880635448,0.951309385,2013-Apr-16,16/4/13,29.332,3.629,0,0
2.6185,0.875526719,0.948924939,2013-Apr-15,15/4/13,28.403,2.81,0,0
2.6235,0.870407229,0.946748008,2013-Apr-14,14/4/13,27.587,2.077,0,0
2.6286,0.864402191,0.945013788,2013-Apr-13,13/4/13,26.601,1.173,0,0
2.6336,0.857499647,0.944800062,2013-Apr-12,12/4/13,26.097,0.749,0,0
2.6387,0.85682494,0.946059745,2013-Apr-11,11/4/13,26.183,0.918,0,0
2.6437,0.857656618,0.945590124,2013-Apr-10,10/4/13,27.031,1.847,0,0
2.6488,0.861387683,0.944945694,2013-Apr-09,9/4/13,25.856,0.754,0,0
2.6538,0.865857174,0.943111234,2013-Apr-08,8/4/13,25.386,0.367,0,0
2.6588,0.873088761,0.939887727,2013-Apr-07,7/4/13,25.153,0.215,0,0
2.6639,0.882901451,0.940583267,2013-Apr-06,6/4/13,25.66,0.804,0,0
2.6689,0.891958277,0.944015291,2013-Apr-05,5/4/13,25.949,1.175,0,0
2.674,0.899856947,0.944917985,2013-Apr-04,4/4/13,25.685,0.993,0,0
2.679,0.907120369,0.947152582,2013-Apr-03,3/4/13,26.608,1.998,0,0
2.6841,0.911019554,0.947862698,2013-Apr-02,2/4/13,26.732,2.203,0,0
2.6891,0.915639231,0.952113037,2013-Apr-01,1/4/13,26.053,1.606,0,0
2.6942,0.921844183,0.957466345,2013-Mar-31,31/3/13,26.293,1.927,0,0
2.6992,0.927369274,0.963977316,2013-Mar-30,30/3/13,25.67,1.387,0,0
2.7043,0.934823396,0.968527517,2013-Mar-29,29/3/13,25.868,1.667,0,0
2.7093,0.944224024,0.974152009,2013-Mar-28,28/3/13,25.035,0.915,0,0
2.7143,0.946963441,0.980147222,2013-Mar-27,27/3/13,24.724,0.686,0,0
2.7194,0.946129044,0.981053608,2013-Mar-26,26/3/13,24.655,0.699,0,0
2.7244,0.942836279,0.982053851,2013-Mar-25,25/3/13,24.76,0.886,0,0
2.7295,0.940209157,0.98352904,2013-Mar-24,24/3/13,24.949,1.157,0,0
2.7345,0.939655175,0.98406757,2013-Mar-23,23/3/13,25.449,1.738,0,0
2.7396,0.940272887,0.984312363,2013-Mar-22,22/3/13,24.729,1.1,0,0
2.7446,0.946272688,0.98241279,2013-Mar-21,21/3/13,25.097,1.549,0,0
2.7497,0.95098243,0.985103827,2013-Mar-20,20/3/13,25.909,2.444,0,0
2.7547,0.956030021,0.986588339,2013-Mar-19,19/3/13,25.379,1.996,0,0
2.7597,0.964792392,0.986292977,2013-Mar-18,18/3/13,25.521,2.22,0,0
2.7648,0.971157599,0.982643054,2013-Mar-17,17/3/13,25.304,2.084,0,0
2.7698,0.977581891,0.978413604,2013-Mar-16,16/3/13,25.067,1.929,0,0
2.7749,0.984602365,0.976256464,2013-Mar-15,15/3/13,25.158,2.102,0,0
2.7799,0.990196565,0.973051879,2013-Mar-14,14/3/13,25.25,2.215,0,0
2.785,0.996775237,0.969081126,2013-Mar-13,13/3/13,24.441,1.426,0,0
2.79,0.999603277,0.964472802,2013-Mar-12,12/3/13,23.998,1.003,0,0
2.7951,1.004664294,0.96406913,2013-Mar-11,11/3/13,24.075,1.101,0,0
2.8001,1.009910264,0.964962884,2013-Mar-10,10/3/13,23.981,1.027,0,0
2.8052,1.022932257,0.966408789,2013-Mar-09,9/3/13,24.085,1.152,0,0
2.8102,1.03328964,0.972283731,2013-Mar-08,8/3/13,24.241,1.328,0,0
2.8152,1.042012381,0.976126474,2013-Mar-07,7/3/13,24.517,1.625,0,0
2.8203,1.050249444,0.980707937,2013-Mar-06,6/3/13,24.064,1.192,0,0
2.8253,1.059154896,0.984025109,2013-Mar-05,5/3/13,24.224,1.373,0,0
2.8304,1.067183381,0.989721758,2013-Mar-04,4/3/13,24.738,1.907,0,0
2.8354,1.070508016,0.997101778,2013-Mar-03,3/3/13,24.194,1.383,0,0
2.8405,1.075897448,1.005959022,2013-Mar-02,2/3/13,23.95,1.159,0,0
2.8455,1.085866769,1.014934073,2013-Mar-01,1/3/13,23.703,0.933,0,0
2.8506,1.092748589,1.024252354,2013-Feb-28,28/2/13,23.351,0.602,0,0
2.8556,1.099511728,1.039142313,2013-Feb-27,27/2/13,23.257,0.528,0,0
2.8607,1.10585229,1.051519061,2013-Feb-26,26/2/13,22.829,0.121,0,0
2.8657,1.115296853,1.062080554,2013-Feb-25,25/2/13,22.727,0.039,0,0
2.8707,1.119362156,1.069294058,2013-Feb-24,24/2/13,23.139,0.471,0,0
2.8758,1.120943878,1.078971692,2013-Feb-23,23/2/13,23.53,0.883,0,0
2.8808,1.128490084,1.093733621,2013-Feb-22,22/2/13,22.836,0.21,0,0
2.8859,1.13299948,1.098965092,2013-Feb-21,21/2/13,23.517,0.912,0,0
2.8909,1.137947638,1.107047715,2013-Feb-20,20/2/13,23.524,0.938,0,0
2.896,1.135229392,1.115907237,2013-Feb-19,19/2/13,23.226,0.662,0,0
2.901,1.130510135,1.122429893,2013-Feb-18,18/2/13,23.265,0.72,0,0
2.9061,1.124693007,1.126368199,2013-Feb-17,17/2/13,23.502,0.978,0,0
2.9111,1.125157217,1.12794942,2013-Feb-16,16/2/13,23.635,1.131,0,0
2.9162,1.125676128,1.126434617,2013-Feb-15,15/2/13,23.511,1.028,0,0
2.9212,1.127641547,1.126113973,2013-Feb-14,14/2/13,23.662,1.142,0,0
2.9262,1.132417242,1.128032634,2013-Feb-13,13/2/13,23.367,0.809,0,0
2.9313,1.135564551,1.130893414,2013-Feb-12,12/2/13,23.483,0.889,0,0
2.9363,1.13653155,1.132077506,2013-Feb-11,11/2/13,23.331,0.699,0,0
2.9414,1.136945464,1.130833602,2013-Feb-10,10/2/13,23.348,0.678,0,0
2.9464,1.135657562,1.130692321,2013-Feb-09,9/2/13,22.876,0.17,0,0
2.9515,1.133253346,1.126840038,2013-Feb-08,8/2/13,23.22,0.476,0,0
2.9565,1.12593079,1.118199991,2013-Feb-07,7/2/13,23.42,0.639,0,0
2.9616,1.119505302,1.120820812,2013-Feb-06,6/2/13,23.445,0.627,0,0
2.9666,1.113171689,1.125889031,2013-Feb-05,5/2/13,23.169,0.314,0,0
2.9716,1.109047889,1.130501449,2013-Feb-04,4/2/13,22.835,-0.058,0,0
2.9767,1.106097645,1.132478548,2013-Feb-03,3/2/13,23.26,0.33,0,0
2.9817,1.103443107,1.13542012,2013-Feb-02,2/2/13,22.583,-0.384,0,0
2.9868,1.100292247,1.141194867,2013-Feb-01,1/2/13,23.048,0.043,0,0
2.9918,1.099847832,1.148187946,2013-Jan-31,31/1/13,23.182,0.14,0,0
2.9969,1.104735032,1.156414943,2013-Jan-30,30/1/13,23.939,0.859,0,0
3.0019,1.110422547,1.165365805,2013-Jan-29,29/1/13,23.694,0.577,0,0
3.007,1.116545319,1.179979633,2013-Jan-28,28/1/13,24.496,1.342,0,0
3.012,1.120256961,1.193211718,2013-Jan-27,27/1/13,23.305,0.114,0,0
3.0171,1.12361044,1.203196585,2013-Jan-26,26/1/13,23.462,0.234,0,0
3.0221,1.122775945,1.209406067,2013-Jan-25,25/1/13,23.259,-0.007,0,0
3.0271,1.114053491,1.212516762,2013-Jan-24,24/1/13,23.343,0.04,0,0
3.0322,1.112014589,1.214746522,2013-Jan-23,23/1/13,23.37,0.03,0,0
3.0372,1.10794141,1.21735507,2013-Jan-22,22/1/13,23.327,-0.051,0,0
3.0423,1.103825092,1.21794632,2013-Jan-21,21/1/13,22.852,-0.562,0,0
3.0473,1.096115505,1.214674482,2013-Jan-20,20/1/13,23.664,0.212,0,0
3.0524,1.092010479,1.216104931,2013-Jan-19,19/1/13,23.71,0.22,0,0
3.0574,1.089078578,1.212183589,2013-Jan-18,18/1/13,23.56,0.033,0,0
3.0625,1.086012539,1.206180993,2013-Jan-17,17/1/13,23.462,-0.101,0,0
3.0675,1.087961182,1.196421015,2013-Jan-16,16/1/13,23.401,-0.2,0,0
3.0726,1.091156269,1.18960374,2013-Jan-15,15/1/13,23.417,-0.222,0,0
3.0776,1.09356676,1.183002393,2013-Jan-14,14/1/13,23.467,-0.222,0,0
3.0826,1.092981748,1.176082121,2013-Jan-13,13/1/13,23.335,-0.405,0,0
3.0877,1.089849449,1.169965034,2013-Jan-12,12/1/13,23.363,-0.427,0,0
3.0927,1.085070439,1.163124634,2013-Jan-11,11/1/13,24.084,0.243,0,0
3.0978,1.077272547,1.15575546,2013-Jan-10,10/1/13,23.26,-0.631,0,0
3.1028,1.068155039,1.152135974,2013-Jan-09,9/1/13,24.286,0.344,0,0
3.1079,1.056847995,1.15054423,2013-Jan-08,8/1/13,23.796,-0.197,0,0
3.1129,1.049104818,1.157506697,2013-Jan-07,7/1/13,24.363,0.32,0,0
3.118,1.041552549,1.160059806,2013-Jan-06,6/1/13,24.207,0.113,0,0
3.123,1.034178445,1.159514309,2013-Jan-05,5/1/13,24.245,0.1,0,0
3.1281,1.027970161,1.165719308,2013-Jan-04,4/1/13,23.938,-0.257,0,0
3.1331,1.024320771,1.173245356,2013-Jan-03,3/1/13,23.785,-0.461,0,0
3.1381,1.023057587,1.1832005,2013-Jan-02,2/1/13,23.976,-0.32,0,0
3.1432,1.023229957,1.199616623,2013-Jan-01,1/1/13,24.12,-0.228,0,0
3.1482,1.02359311,1.218974399,2012-Dec-31,31/12/12,24.332,-0.066,0,0
3.1533,1.02361964,1.240187706,2012-Dec-30,30/12/12,24.236,-0.213,0,0
3.1583,1.026187753,1.256371728,2012-Dec-29,29/12/12,24.334,-0.165,0,0
3.1634,1.030802749,1.267105809,2012-Dec-28,28/12/12,23.703,-0.846,0,0
3.1684,1.036528116,1.274502696,2012-Dec-27,27/12/12,24.539,-0.062,0,0
3.1735,1.038666719,1.276029905,2012-Dec-26,26/12/12,24.858,0.207,0,0
3.1785,1.037985698,1.276879474,2012-Dec-25,25/12/12,25.245,0.544,0,0
3.1835,1.028489701,1.27557628,2012-Dec-24,24/12/12,25.296,0.544,0,0
3.1886,1.01935537,1.272295039,2012-Dec-23,23/12/12,25.239,0.436,0,0
3.1936,1.011840294,1.270271125,2012-Dec-22,22/12/12,25.225,0.371,0,0
3.1987,1.002770809,1.268197351,2012-Dec-21,21/12/12,25.101,0.198,0,0
3.2037,0.994366118,1.266828496,2012-Dec-20,20/12/12,24.713,-0.242,0,0
3.2088,0.985847841,1.265924402,2012-Dec-19,19/12/12,24.806,-0.199,0,0
3.2138,0.978697897,1.263793977,2012-Dec-18,18/12/12,25.041,-0.014,0,0
3.2189,0.97364905,1.263835478,2012-Dec-17,17/12/12,24.55,-0.556,0,0
3.2239,0.970684745,1.265236355,2012-Dec-16,16/12/12,24.523,-0.634,0,0
3.229,0.970087071,1.267374392,2012-Dec-15,15/12/12,24.705,-0.503,0,0
3.234,0.970075625,1.262955234,2012-Dec-14,14/12/12,25.549,0.262,0,0
3.239,0.972652256,1.2602276,2012-Dec-13,13/12/12,24.857,-0.51,0,0
3.2441,0.979022725,1.254366052,2012-Dec-12,12/12/12,25.577,0.131,0,0
3.2491,0.987292617,1.257402443,2012-Dec-11,11/12/12,25.899,0.374,0,0
3.2542,0.995888176,1.254315813,2012-Dec-10,10/12/12,25.887,0.283,0,0
3.2592,1.011802211,1.244679041,2012-Dec-09,9/12/12,26.305,0.622,0,0
3.2643,1.025193612,1.237138713,2012-Dec-08,8/12/12,26.157,0.394,0,0
3.2693,1.035332361,1.22749321,2012-Dec-07,7/12/12,26.112,0.27,0,0
3.2744,1.04883438,1.216890775,2012-Dec-06,6/12/12,26.119,0.198,0,0
3.2794,1.057997457,1.208163145,2012-Dec-05,5/12/12,25.8,-0.201,0,0
3.2845,1.065754857,1.200526713,2012-Dec-04,4/12/12,,,,0
3.2895,1.069061173,1.196015422,2012-Dec-03,3/12/12,26.202,0.043,0,0
3.2945,1.073034475,1.189559769,2012-Dec-02,2/12/12,26.253,0.015,0,0
3.2996,1.075757822,1.183106502,2012-Dec-01,1/12/12,26.422,0.105,0,0
3.3046,1.073222618,1.179809765,2012-Nov-30,30/11/12,26.182,-0.214,0,0
3.3097,1.069824964,1.174950087,2012-Nov-29,29/11/12,27.112,0.637,0,0
3.3147,1.065220839,1.169675376,2012-Nov-28,28/11/12,26.976,0.421,0,0
3.3198,1.059819917,1.162509854,2012-Nov-27,27/11/12,27.144,0.51,0,0
3.3248,1.059057265,1.153276075,2012-Nov-26,26/11/12,27.313,0.6,0,0
3.3299,1.061396002,1.142706835,2012-Nov-25,25/11/12,27.006,0.213,0,0
3.3349,1.070075302,1.130066396,2012-Nov-24,24/11/12,26.78,-0.092,0,0
3.34,1.076382304,1.115951244,2012-Nov-23,23/11/12,27.358,0.407,0,0
3.345,1.083082486,1.102457547,2012-Nov-22,22/11/12,27.513,0.482,0,0
3.35,1.08556371,1.091796845,2012-Nov-21,21/11/12,27.06,-0.05,0,0
3.3551,1.085442718,1.086130042,2012-Nov-20,20/11/12,26.994,-0.195,0,0
3.3601,1.084299173,1.080640065,2012-Nov-19,19/11/12,27.927,0.658,0,0
3.3652,1.084547138,1.073707558,2012-Nov-18,18/11/12,27.655,0.308,0,0
3.3702,1.082258712,1.074019984,2012-Nov-17,17/11/12,28.092,0.666,0,0
3.3753,1.078165871,1.076334404,2012-Nov-16,16/11/12,28.684,1.178,0,0
3.3803,1.076896895,1.079626217,2012-Nov-15,15/11/12,28.495,0.91,0,0
3.3854,1.075115189,1.089537493,2012-Nov-14,14/11/12,28.309,0.64,0,0
3.3904,1.073614272,1.09783662,2012-Nov-13,13/11/12,28.325,0.571,0,0
3.3955,1.071939218,1.104086649,2012-Nov-12,12/11/12,29.253,1.415,0,0
3.4005,1.070230299,1.129183604,2012-Nov-11,11/11/12,29.477,1.556,0,0
3.4055,1.068040432,1.156386515,2012-Nov-10,10/11/12,29.416,1.41,0,0
3.4106,1.068180378,1.181444644,2012-Nov-09,9/11/12,28.971,0.882,0,0
3.4156,1.070563484,1.202081963,2012-Nov-08,8/11/12,29.03,0.856,0,0
3.4207,1.07320668,1.218744615,2012-Nov-07,7/11/12,29.146,0.888,0,0
3.4257,1.077547721,1.229613627,2012-Nov-06,6/11/12,29.162,0.82,0,0
3.4308,1.080474611,1.240494984,2012-Nov-05,5/11/12,29.114,0.688,0,0
3.4358,1.07887012,1.24804318,2012-Nov-04,4/11/12,29.118,0.608,0,0
3.4409,1.074248815,1.250181776,2012-Nov-03,3/11/12,29.162,0.568,0,0
3.4459,1.067808328,1.255919907,2012-Nov-02,2/11/12,29.506,0.828,0,0
3.4509,1.060156353,1.260690995,2012-Nov-01,1/11/12,29.188,0.426,0,0
3.456,1.058994275,1.263642638,2012-Oct-31,31/10/12,29.321,0.474,0,0
3.461,1.056243589,1.264856903,2012-Oct-30,30/10/12,29.517,0.586,0,0
3.4661,1.052182757,1.266969793,2012-Oct-29,29/10/12,29.665,0.65,0,0
3.4711,1.043432628,1.271654054,2012-Oct-28,28/10/12,29.91,0.811,0,0
3.4762,1.035909553,1.272124323,2012-Oct-27,27/10/12,29.705,0.522,0,0
3.4812,1.030719972,1.279200252,2012-Oct-26,26/10/12,30.037,0.769,0,0
3.4863,1.027951346,1.292689,2012-Oct-25,25/10/12,30.227,0.876,0,0
3.4913,1.029109237,1.300976335,2012-Oct-24,24/10/12,30.398,0.963,0,0
3.4964,1.033491495,1.30840436,2012-Oct-23,23/10/12,30.22,0.701,0,0.145
3.5014,1.039291897,1.315437211,2012-Oct-22,22/10/12,30.234,0.63,0,0.342
3.5064,1.046686869,1.317242912,2012-Oct-21,21/10/12,30.295,0.607,0,0.342
3.5115,1.052778203,1.320071321,2012-Oct-20,20/10/12,31.237,1.465,0,0.342
3.5165,1.058374227,1.321778791,2012-Oct-19,19/10/12,30.679,0.823,0,0.342
3.5216,1.065943066,1.315350117,2012-Oct-18,18/10/12,29.847,-0.093,0,0.342
3.5266,1.072579675,1.312124936,2012-Oct-17,17/10/12,30.192,0.167,0,0.342
3.5317,1.078931518,1.307906532,2012-Oct-16,16/10/12,30.665,0.557,0,0.342
3.5367,1.087400737,1.309422946,2012-Oct-15,15/10/12,30.96,0.768,0,0.342
3.5418,1.095668371,1.304609735,2012-Oct-14,14/10/12,31.342,1.127,0,0.342
3.5468,1.109805285,1.295967412,2012-Oct-13,13/10/12,31.925,1.686,0,0.342
3.5519,1.122355515,1.28825462,2012-Oct-12,12/10/12,31.853,1.592,0,0.342
3.5569,1.133929335,1.281510123,2012-Oct-11,11/10/12,31.72,1.436,0,0.342
3.5619,1.140767739,1.276440382,2012-Oct-10,10/10/12,32.195,1.888,0,0.342
3.567,1.147755537,1.268157912,2012-Oct-09,9/10/12,31.632,1.302,0,0.342
3.572,1.153411535,1.259593,2012-Oct-08,8/10/12,31.798,1.445,0,0.342
3.5771,1.150468719,1.252261596,2012-Oct-07,7/10/12,31.686,1.31,0,0.342
3.5821,1.147916482,1.246112835,2012-Oct-06,6/10/12,31.4,1.002,0,0.342
3.5872,1.14541259,1.241625548,2012-Oct-05,5/10/12,31.757,1.335,0,0.342
3.5922,1.148951442,1.239935278,2012-Oct-04,4/10/12,31.451,1.007,0,0.342
3.5973,1.153902972,1.247586127,2012-Oct-03,3/10/12,31.5,1.033,0,0.342
3.6023,1.157404515,1.256107456,2012-Oct-02,2/10/12,31.734,1.243,0,0.342
3.6074,1.161360481,1.265603103,2012-Oct-01,1/10/12,31.731,1.218,0,0.342
3.6124,1.163452366,1.280509304,2012-Sep-30,30/9/12,31.971,1.435,0,0.342
3.6174,1.164444525,1.29464497,2012-Sep-29,29/9/12,31.96,1.401,0,0.342
3.6225,1.166124632,1.302859084,2012-Sep-28,28/9/12,31.92,1.338,0,0.342
3.6275,1.170010635,1.314730728,2012-Sep-27,27/9/12,31.733,1.128,0,0.342
3.6326,1.170396969,1.32048223,2012-Sep-26,26/9/12,32.046,1.418,0,0.342
3.6376,1.17348161,1.318049815,2012-Sep-25,25/9/12,31.759,1.108,0,0.342
3.6427,1.174597778,1.314275426,2012-Sep-24,24/9/12,32.073,1.4,0,0.342
3.6477,1.175299192,1.30963917,2012-Sep-23,23/9/12,31.627,0.931,0,0.342
3.6528,1.184612461,1.302475423,2012-Sep-22,22/9/12,31,0.28,0,0.342
3.6578,1.189997515,1.294431315,2012-Sep-21,21/9/12,30.477,-0.265,0,0.342
3.6628,1.194621609,1.289297294,2012-Sep-20,20/9/12,30.496,-0.269,0,0.342
3.6679,1.197084097,1.284997192,2012-Sep-19,19/9/12,30.832,0.044,0,0.342
3.6729,1.193568742,1.282185102,2012-Sep-18,18/9/12,31.147,0.336,0,0.342
3.678,1.189664524,1.276831578,2012-Sep-17,17/9/12,32.156,1.322,0,0.342
3.683,1.189379734,1.269615028,2012-Sep-16,16/9/12,32.385,1.528,0,0.342
3.6881,1.187867309,1.262506651,2012-Sep-15,15/9/12,32.57,1.69,0.039,0.342
3.6931,1.18677465,1.256745673,2012-Sep-14,14/9/12,32.073,1.165,0,0.342
3.6982,1.187179099,1.25480374,2012-Sep-13,13/9/12,31.225,0.288,0,0.342
3.7032,1.18495465,1.254335542,2012-Sep-12,12/9/12,,,,0.342
3.7083,1.181638568,1.255890913,2012-Sep-11,11/9/12,,,,0.342
3.7133,1.182211803,1.255858814,2012-Sep-10,10/9/12,31.491,0.47,0,0.342
3.7183,1.183361614,1.262344216,2012-Sep-09,9/9/12,31.335,0.285,0,0.342
3.7234,1.187018775,1.273196906,2012-Sep-08,8/9/12,31.095,0.017,0,0.342
3.7284,1.182206989,1.286589893,2012-Sep-07,7/9/12,31.037,-0.07,0,0.342
3.7335,1.177690176,1.29518648,2012-Sep-06,6/9/12,30.969,-0.166,0,0.342
3.7385,1.174869587,1.306103852,2012-Sep-05,5/9/12,30.949,-0.215,0,0.342
3.7436,1.173531127,1.318946845,2012-Sep-04,4/9/12,31.149,-0.044,0,0.342
3.7486,1.174083661,1.323529313,2012-Sep-03,3/9/12,31.643,0.422,0,0.342
3.7537,1.178184114,1.326550968,2012-Sep-02,2/9/12,30.995,-0.255,0,0.342
3.7587,1.182292645,1.333522477,2012-Sep-01,1/9/12,31.345,0.067,0,0.342
3.7638,1.185497712,1.337033158,2012-Aug-31,31/8/12,31.015,-0.291,0,0.342
3.7688,1.187740256,1.337685035,2012-Aug-30,30/8/12,31.245,-0.09,0,0.342
3.7738,1.190278172,1.331547193,2012-Aug-29,29/8/12,30.876,-0.487,0,0.342
3.7789,1.194196786,1.326589449,2012-Aug-28,28/8/12,30.512,-0.88,0,0.342
3.7839,1.198690507,1.322879762,2012-Aug-27,27/8/12,31.018,-0.402,0,0.342
3.789,1.207062574,1.31904278,2012-Aug-26,26/8/12,29.984,-1.464,0,0.342
3.794,1.217545371,1.316614494,2012-Aug-25,25/8/12,29.166,-2.311,0,0.342
3.7991,1.230792114,1.315116314,2012-Aug-24,24/8/12,30.511,-0.995,0,0.342
3.8041,1.243116497,1.318815997,2012-Aug-23,23/8/12,31.551,0.018,0,0.342
3.8092,1.252279879,1.318591454,2012-Aug-22,22/8/12,30.974,-0.588,0,0.342
3.8142,1.261564754,1.316342722,2012-Aug-21,21/8/12,32.086,0.495,0,0.342
3.8193,1.269293097,1.315661809,2012-Aug-20,20/8/12,32.043,0.424,0,0.342
3.8243,1.272618459,1.314595263,2012-Aug-19,19/8/12,31.188,-0.46,0,0.342
3.8293,1.270367703,1.318072261,2012-Aug-18,18/8/12,30.822,-0.854,0,0.342
3.8344,1.269049407,1.322240504,2012-Aug-17,17/8/12,,,,0.342
3.8394,1.268463228,1.325199624,2012-Aug-16,16/8/12,31.21,-0.523,0,0.342
3.8445,1.266796473,1.325288941,2012-Aug-15,15/8/12,30.917,-0.844,0,0.342
3.8495,1.273668472,1.322666004,2012-Aug-14,14/8/12,31.147,-0.639,0,0.342
3.8546,1.277070179,1.328766196,2012-Aug-13,13/8/12,,,,0.342
3.8596,1.279997435,1.332162686,2012-Aug-12,12/8/12,31.804,-0.032,0,0.342
3.8647,1.284004205,1.334905371,2012-Aug-11,11/8/12,32.283,0.422,0,0.342
