Date,date1,SST,SST_Anomaly,HotSpot,DHW
2013-Aug-13,13/8/13,30.695,-1.081,0,0
2013-Aug-14,14/8/13,31.583,-0.182,0,0
2013-Aug-15,15/8/13,30.847,-0.907,0,0
2013-Aug-16,16/8/13,30.759,-0.965,0,0
2013-Aug-17,17/8/13,30.313,-1.381,0,0
2013-Aug-18,18/8/13,30.95,-0.715,0,0
2013-Aug-19,19/8/13,30.95,-0.684,0,0
2013-Aug-20,20/8/13,30.695,-0.91,0,0
2013-Aug-21,21/8/13,30.602,-0.972,0,0
2013-Aug-22,22/8/13,30.689,-0.855,0,0
2013-Aug-23,23/8/13,30.908,-0.607,0,0
2013-Aug-24,24/8/13,31.055,-0.43,0,0
2013-Aug-25,25/8/13,30.99,-0.465,0,0
2013-Aug-26,26/8/13,31.454,0.029,0,0
2013-Aug-27,27/8/13,31.451,0.056,0,0
2013-Aug-28,28/8/13,31.037,-0.328,0,0
2013-Aug-29,29/8/13,30.673,-0.662,0,0
2013-Aug-30,30/8/13,30.181,-1.124,0,0
2013-Aug-31,31/8/13,30.594,-0.681,0,0
2013-Sep-01,1/9/13,30.807,-0.438,0,0
2013-Sep-02,2/9/13,30.198,-1.017,0,0
2013-Sep-03,3/9/13,30.596,-0.59,0,0
2013-Sep-04,4/9/13,30.711,-0.445,0,0
2013-Sep-05,5/9/13,30.391,-0.734,0,0
2013-Sep-06,6/9/13,30.196,-0.899,0,0
2013-Sep-07,7/9/13,29.91,-1.155,0,0
2013-Sep-08,8/9/13,29.593,-1.442,0,0
2013-Sep-09,9/9/13,28.983,-2.023,0,0
2013-Sep-10,10/9/13,30.218,-0.757,0,0
2013-Sep-11,11/9/13,29.094,-1.852,0,0
2013-Sep-12,12/9/13,28.695,-2.221,0,0
2013-Sep-13,13/9/13,29.026,-1.86,0,0
2013-Sep-14,14/9/13,29.885,-0.971,0,0
2013-Sep-15,15/9/13,30.582,-0.244,0,0
2013-Sep-16,16/9/13,30.996,0.207,0,0
2013-Sep-17,17/9/13,31.651,0.9,0,0
2013-Sep-18,18/9/13,30.951,0.238,0,0
2013-Sep-19,19/9/13,31.427,0.751,0,0
2013-Sep-20,20/9/13,31.633,0.995,0,0
2013-Sep-21,21/9/13,31.771,1.17,0,0
2013-Sep-22,22/9/13,31.234,0.671,0,0
2013-Sep-23,23/9/13,31.635,1.11,0,0
2013-Sep-24,24/9/13,31.225,0.737,0,0
2013-Sep-25,25/9/13,31.001,0.551,0,0
2013-Sep-26,26/9/13,30.676,0.264,0,0
2013-Sep-27,27/9/13,31.116,0.741,0,0
2013-Sep-28,28/9/13,31.168,0.83,0,0
2013-Sep-29,29/9/13,30.597,0.297,0,0
2013-Sep-30,30/9/13,29.641,-0.622,0,0
2013-Oct-01,1/10/13,30.773,0.549,0,0
2013-Oct-02,2/10/13,30.71,0.523,0,0
2013-Oct-03,3/10/13,30.755,0.605,0,0
2013-Oct-04,4/10/13,31.118,1.006,0,0
2013-Oct-05,5/10/13,31.281,1.207,0,0
2013-Oct-06,6/10/13,31.567,1.531,0,0
2013-Oct-07,7/10/13,31.238,1.238,0,0
2013-Oct-08,8/10/13,31.057,1.095,0,0
2013-Oct-09,9/10/13,30.752,0.827,0,0
2013-Oct-10,10/10/13,30.746,0.859,0,0
2013-Oct-11,11/10/13,31.389,1.54,0,0
2013-Oct-12,12/10/13,30.447,0.635,0,0
2013-Oct-13,13/10/13,31.324,1.55,0,0
2013-Oct-14,14/10/13,31.21,1.473,0,0
2013-Oct-15,15/10/13,31.1,1.402,0,0
2013-Oct-16,16/10/13,31.207,1.573,0,0
2013-Oct-17,17/10/13,31.183,1.613,0,0
2013-Oct-18,18/10/13,30.999,1.494,0,0
2013-Oct-19,19/10/13,31.003,1.562,0,0
2013-Oct-20,20/10/13,31.11,1.734,0,0
2013-Oct-21,21/10/13,31.063,1.751,0,0
2013-Oct-22,22/10/13,31.04,1.792,0,0
2013-Oct-23,23/10/13,30.364,1.182,0,0
2013-Oct-24,24/10/13,30.453,1.335,0,0
2013-Oct-25,25/10/13,30.976,1.923,0,0
2013-Oct-26,26/10/13,30.73,1.741,0,0
2013-Oct-27,27/10/13,30.686,1.761,0,0
2013-Oct-28,28/10/13,30.697,1.837,0,0
2013-Oct-29,29/10/13,30.443,1.648,0,0
2013-Oct-30,30/10/13,30.268,1.538,0,0
2013-Oct-31,31/10/13,30.105,1.439,0,0
2013-Nov-01,1/11/13,30.347,1.746,0,0
2013-Nov-02,2/11/13,30.191,1.653,0,0
2013-Nov-03,3/11/13,30.284,1.812,0,0
2013-Nov-04,4/11/13,30.31,1.902,0,0
2013-Nov-05,5/11/13,29.522,1.178,0,0
2013-Nov-06,6/11/13,29.344,1.065,0,0
2013-Nov-07,7/11/13,29.257,1.042,0,0
2013-Nov-08,8/11/13,29.29,1.14,0,0
2013-Nov-09,9/11/13,29.426,1.34,0,0
2013-Nov-10,10/11/13,29.179,1.158,0,0
2013-Nov-11,11/11/13,29.124,1.168,0,0
2013-Nov-12,12/11/13,28.747,0.856,0,0
2013-Nov-13,13/11/13,28.855,1.028,0,0
2013-Nov-14,14/11/13,28.585,0.823,0,0
2013-Nov-15,15/11/13,27.969,0.27,0,0
2013-Nov-16,16/11/13,28.017,0.415,0,0
2013-Nov-17,17/11/13,27.916,0.41,0,0
2013-Nov-18,18/11/13,27.768,0.359,0,0
2013-Nov-19,19/11/13,27.709,0.397,0,0
2013-Nov-20,20/11/13,27.879,0.663,0,0
2013-Nov-21,21/11/13,27.244,0.125,0,0
2013-Nov-22,22/11/13,27.191,0.167,0,0
2013-Nov-23,23/11/13,27.094,0.167,0,0
2013-Nov-24,24/11/13,26.512,-0.318,0,0
2013-Nov-25,25/11/13,26.282,-0.453,0,0
2013-Nov-26,26/11/13,26.279,-0.359,0,0
2013-Nov-27,27/11/13,26.232,-0.31,0,0
2013-Nov-28,28/11/13,26.14,-0.305,0,0
2013-Nov-29,29/11/13,26.462,0.113,0,0
2013-Nov-30,30/11/13,26.542,0.29,0,0
2013-Dec-01,1/12/13,26.285,0.129,0,0
2013-Dec-02,2/12/13,26.468,0.408,0,0
2013-Dec-03,3/12/13,26.475,0.512,0,0
2013-Dec-04,4/12/13,26.09,0.223,0,0
2013-Dec-05,5/12/13,25.814,0.044,0,0
2013-Dec-06,6/12/13,25.743,0.068,0,0
2013-Dec-07,7/12/13,25.666,0.088,0,0
2013-Dec-08,8/12/13,25.489,0.008,0,0
2013-Dec-09,9/12/13,25.728,0.343,0,0
2013-Dec-10,10/12/13,25.417,0.128,0,0
2013-Dec-11,11/12/13,25.145,-0.047,0,0
2013-Dec-12,12/12/13,25.139,0.043,0,0
2013-Dec-13,13/12/13,25.296,0.296,0,0
2013-Dec-14,14/12/13,25.618,0.715,0,0
2013-Dec-15,15/12/13,25.222,0.416,0,0
2013-Dec-16,16/12/13,25.526,0.764,0,0
2013-Dec-17,17/12/13,25.235,0.518,0,0
2013-Dec-18,18/12/13,24.862,0.191,0,0
2013-Dec-19,19/12/13,24.623,-0.002,0,0
2013-Dec-20,20/12/13,24.445,-0.136,0,0
2013-Dec-21,21/12/13,24.52,-0.014,0,0
2013-Dec-22,22/12/13,24.271,-0.218,0,0
2013-Dec-23,23/12/13,24.388,-0.056,0,0
2013-Dec-24,24/12/13,24.274,-0.125,0,0
2013-Dec-25,25/12/13,24.262,-0.091,0,0
2013-Dec-26,26/12/13,24.356,0.047,0,0
2013-Dec-27,27/12/13,24.302,0.039,0,0
2013-Dec-28,28/12/13,24.232,0.015,0,0
2013-Dec-29,29/12/13,23.89,-0.282,0,0
2013-Dec-30,30/12/13,23.865,-0.262,0,0
2013-Dec-31,31/12/13,23.786,-0.295,0,0
2014-Jan-01,1/1/14,23.645,-0.392,0,0
2014-Jan-02,2/1/14,23.397,-0.594,0,0
2014-Jan-03,3/1/14,23.682,-0.263,0,0
2014-Jan-04,4/1/14,23.918,0.017,0,0
2014-Jan-05,5/1/14,24.178,0.323,0,0
2014-Jan-06,6/1/14,23.7,-0.11,0,0
2014-Jan-07,7/1/14,23.477,-0.287,0,0
2014-Jan-08,8/1/14,23.234,-0.485,0,0
2014-Jan-09,9/1/14,23.305,-0.369,0,0
2014-Jan-10,10/1/14,22.941,-0.688,0,0
2014-Jan-11,11/1/14,22.533,-1.05,0,0
2014-Jan-12,12/1/14,23.114,-0.424,0,0
2014-Jan-13,13/1/14,22.906,-0.586,0,0
2014-Jan-14,14/1/14,23.095,-0.352,0,0
2014-Jan-15,15/1/14,23.236,-0.166,0,0
2014-Jan-16,16/1/14,22.84,-0.535,0,0
2014-Jan-17,17/1/14,22.632,-0.715,0,0
2014-Jan-18,18/1/14,22.588,-0.731,0,0
2014-Jan-19,19/1/14,22.539,-0.753,0,0
2014-Jan-20,20/1/14,22.834,-0.431,0,0
2014-Jan-21,21/1/14,22.508,-0.73,0,0
2014-Jan-22,22/1/14,22.947,-0.263,0,0
2014-Jan-23,23/1/14,22.88,-0.302,0,0
2014-Jan-24,24/1/14,22.841,-0.314,0,0
2014-Jan-25,25/1/14,23.362,0.235,0,0
2014-Jan-26,26/1/14,22.723,-0.377,0,0
2014-Jan-27,27/1/14,23.135,0.062,0,0
2014-Jan-28,28/1/14,23.117,0.072,0,0
2014-Jan-29,29/1/14,23.194,0.176,0,0
2014-Jan-30,30/1/14,22.716,-0.274,0,0
2014-Jan-31,31/1/14,23.104,0.141,0,0
2014-Feb-01,1/2/14,23.057,0.121,0,0
2014-Feb-02,2/2/14,22.672,-0.237,0,0
2014-Feb-03,3/2/14,22.773,-0.108,0,0
2014-Feb-04,4/2/14,21.835,-1.018,0,0
2014-Feb-05,5/2/14,22.652,-0.174,0,0
2014-Feb-06,6/2/14,22.468,-0.331,0,0
2014-Feb-07,7/2/14,22.18,-0.591,0,0
2014-Feb-08,8/2/14,21.827,-0.917,0,0
2014-Feb-09,9/2/14,22.029,-0.688,0,0
2014-Feb-10,10/2/14,22.3,-0.389,0,0
2014-Feb-11,11/2/14,22.401,-0.261,0,0
2014-Feb-12,12/2/14,22.372,-0.262,0,0
2014-Feb-13,13/2/14,22.362,-0.245,0,0
2014-Feb-14,14/2/14,22.137,-0.442,0,0
2014-Feb-15,15/2/14,22.527,-0.025,0,0
2014-Feb-16,16/2/14,22.59,0.035,0,0
2014-Feb-17,17/2/14,22.558,0,0,0
2014-Feb-18,18/2/14,21.77,-0.79,0,0
2014-Feb-19,19/2/14,22.581,0.018,0,0
2014-Feb-20,20/2/14,22.812,0.247,0,0
2014-Feb-21,21/2/14,22.98,0.412,0,0
2014-Feb-22,22/2/14,23.061,0.49,0,0
2014-Feb-23,23/2/14,22.612,0.038,0,0
2014-Feb-24,24/2/14,22.465,-0.112,0,0
2014-Feb-25,25/2/14,22.921,0.342,0,0
2014-Feb-26,26/2/14,23.091,0.509,0,0
2014-Feb-27,27/2/14,23.159,0.574,0,0
2014-Feb-28,28/2/14,23.325,0.738,0,0
2014-Mar-01,1/3/14,23.16,0.571,0,0
2014-Mar-02,2/3/14,23.112,0.519,0,0
2014-Mar-03,3/3/14,22.869,0.273,0,0
2014-Mar-04,4/3/14,23.424,0.826,0,0
2014-Mar-05,5/3/14,22.894,0.293,0,0
2014-Mar-06,6/3/14,23.427,0.824,0,0
2014-Mar-07,7/3/14,23.837,1.231,0,0
2014-Mar-08,8/3/14,23.948,1.339,0,0
2014-Mar-09,9/3/14,24.276,1.664,0,0
2014-Mar-10,10/3/14,24.092,1.478,0,0
2014-Mar-11,11/3/14,24.381,1.764,0,0
2014-Mar-12,12/3/14,24.462,1.842,0,0
2014-Mar-13,13/3/14,24.744,2.121,0,0
2014-Mar-14,14/3/14,24.051,1.426,0,0
2014-Mar-15,15/3/14,23.479,0.852,0,0
2014-Mar-16,16/3/14,23.425,0.709,0,0
2014-Mar-17,17/3/14,23.03,0.227,0,0
2014-Mar-18,18/3/14,23.481,0.59,0,0
2014-Mar-19,19/3/14,23.895,0.917,0,0
2014-Mar-20,20/3/14,23.188,0.123,0,0
2014-Mar-21,21/3/14,24.469,1.316,0,0
2014-Mar-22,22/3/14,24.071,0.83,0,0
2014-Mar-23,23/3/14,23.712,0.384,0,0
2014-Mar-24,24/3/14,22.984,-0.432,0,0
2014-Mar-25,25/3/14,23.244,-0.26,0,0
2014-Mar-26,26/3/14,23.448,-0.143,0,0
2014-Mar-27,27/3/14,23.28,-0.399,0,0
2014-Mar-28,28/3/14,23.789,0.023,0,0
2014-Mar-29,29/3/14,23.874,0.02,0,0
2014-Mar-30,30/3/14,23.662,-0.28,0,0
2014-Mar-31,31/3/14,24.008,-0.021,0,0
2014-Apr-01,1/4/14,24.369,0.252,0,0
2014-Apr-02,2/4/14,24.795,0.59,0,0
2014-Apr-03,3/4/14,23.776,-0.516,0,0
2014-Apr-04,4/4/14,23.559,-0.821,0,0
2014-Apr-05,5/4/14,23.543,-0.924,0,0
2014-Apr-06,6/4/14,24.232,-0.323,0,0
2014-Apr-07,7/4/14,24.737,0.094,0,0
2014-Apr-08,8/4/14,24.975,0.245,0,0
2014-Apr-09,9/4/14,25.533,0.715,0,0
2014-Apr-10,10/4/14,25.673,0.768,0,0
2014-Apr-11,11/4/14,26.181,1.188,0,0
2014-Apr-12,12/4/14,26.174,1.093,0,0
2014-Apr-13,13/4/14,26.742,1.574,0,0
2014-Apr-14,14/4/14,27.472,2.216,0,0
2014-Apr-15,15/4/14,27.503,2.159,0,0
2014-Apr-16,16/4/14,27.313,1.843,0,0
2014-Apr-17,17/4/14,28.389,2.792,0,0
2014-Apr-18,18/4/14,27.782,2.057,0,0
2014-Apr-19,19/4/14,27.903,2.052,0,0
2014-Apr-20,20/4/14,27.093,1.115,0,0
2014-Apr-21,21/4/14,27.546,1.44,0,0
2014-Apr-22,22/4/14,27.045,0.812,0,0
2014-Apr-23,23/4/14,27.247,0.887,0,0
2014-Apr-24,24/4/14,27.713,1.226,0,0
2014-Apr-25,25/4/14,28.048,1.434,0,0
2014-Apr-26,26/4/14,28.696,1.955,0,0
2014-Apr-27,27/4/14,28.418,1.55,0,0
2014-Apr-28,28/4/14,28.989,1.994,0,0
2014-Apr-29,29/4/14,29.613,2.492,0,0
2014-Apr-30,30/4/14,29.746,2.497,0,0
2014-May-01,1/5/14,29.126,1.75,0,0
2014-May-02,2/5/14,28.689,1.187,0,0
2014-May-03,3/5/14,29.158,1.529,0,0
2014-May-04,4/5/14,28.845,1.089,0,0
2014-May-05,5/5/14,28.518,0.634,0,0
2014-May-06,6/5/14,28.712,0.701,0,0
2014-May-07,7/5/14,28.162,0.024,0,0
2014-May-08,8/5/14,29.241,0.976,0,0
2014-May-09,9/5/14,29.436,1.044,0,0
2014-May-10,10/5/14,29.746,1.227,0,0
2014-May-11,11/5/14,28.968,0.322,0,0
2014-May-12,12/5/14,29.268,0.495,0,0
2014-May-13,13/5/14,29.603,0.703,0,0
2014-May-14,14/5/14,29.316,0.289,0,0
2014-May-15,15/5/14,28.268,-0.886,0,0
2014-May-16,16/5/14,28.854,-0.374,0,0
2014-May-17,17/5/14,28.635,-0.667,0,0
2014-May-18,18/5/14,29.693,0.317,0,0
2014-May-19,19/5/14,28.979,-0.47,0,0
2014-May-20,20/5/14,28.817,-0.706,0,0
2014-May-21,21/5/14,28.966,-0.632,0,0
2014-May-22,22/5/14,29.509,-0.162,0,0
2014-May-23,23/5/14,30.385,0.641,0,0
2014-May-24,24/5/14,30.952,1.133,0,0
2014-May-25,25/5/14,31.581,1.688,0,0
2014-May-26,26/5/14,31.759,1.793,0,0
2014-May-27,27/5/14,32.107,2.067,0.019,0
2014-May-28,28/5/14,32.013,1.899,0,0
2014-May-29,29/5/14,31.951,1.763,0,0
2014-May-30,30/5/14,31.617,1.355,0,0
2014-May-31,31/5/14,32.154,1.818,0.065,0
2014-Jun-01,1/6/14,32.588,2.178,0.499,0
2014-Jun-02,2/6/14,32.874,2.39,0.785,0
2014-Jun-03,3/6/14,32.667,2.11,0.578,0
2014-Jun-04,4/6/14,31.439,0.808,0,0
2014-Jun-05,5/6/14,31.129,0.424,0,0
2014-Jun-06,6/6/14,31.285,0.506,0,0
2014-Jun-07,7/6/14,31.523,0.67,0,0
2014-Jun-08,8/6/14,31.595,0.669,0,0
2014-Jun-09,9/6/14,31.74,0.74,0,0
2014-Jun-10,10/6/14,32.063,0.989,0,0
2014-Jun-11,11/6/14,32.509,1.36,0.42,0
2014-Jun-12,12/6/14,32.387,1.165,0.298,0
2014-Jun-13,13/6/14,,,,0
2014-Jun-14,14/6/14,,,,0
2014-Jun-15,15/6/14,,,,0
2014-Jun-16,16/6/14,31.925,0.46,0,0
2014-Jun-17,17/6/14,31.456,-0.031,0,0
2014-Jun-18,18/6/14,32.135,0.627,0.047,0
2014-Jun-19,19/6/14,31.607,0.077,0,0
2014-Jun-20,20/6/14,31.811,0.26,0,0
2014-Jun-21,21/6/14,32.39,0.818,0.302,0
2014-Jun-22,22/6/14,32.914,1.32,0.826,0
2014-Jun-23,23/6/14,32.646,1.031,0.558,0
2014-Jun-24,24/6/14,31.381,-0.256,0,0
2014-Jun-25,25/6/14,31.927,0.268,0,0
2014-Jun-26,26/6/14,32.337,0.657,0.249,0
2014-Jun-27,27/6/14,31.645,-0.057,0,0
2014-Jun-28,28/6/14,31.412,-0.311,0,0
2014-Jun-29,29/6/14,31.196,-0.549,0,0
2014-Jun-30,30/6/14,32.019,0.253,0,0
2014-Jul-01,1/7/14,32.449,0.661,0.36,0
2014-Jul-02,2/7/14,31.959,0.15,0,0
2014-Jul-03,3/7/14,31.924,0.093,0,0
2014-Jul-04,4/7/14,31.828,-0.024,0,0
2014-Jul-05,5/7/14,32.132,0.259,0.044,0
2014-Jul-06,6/7/14,32.365,0.47,0.276,0
2014-Jul-07,7/7/14,32.118,0.201,0.029,0
2014-Jul-08,8/7/14,32.354,0.416,0.266,0
2014-Jul-09,9/7/14,32.41,0.45,0.321,0
2014-Jul-10,10/7/14,32.675,0.694,0.587,0
2014-Jul-11,11/7/14,32.984,0.982,0.896,0
2014-Jul-12,12/7/14,32.302,0.277,0.213,0
2014-Jul-13,13/7/14,31.438,-0.608,0,0
2014-Jul-14,14/7/14,31.465,-0.602,0,0
2014-Jul-15,15/7/14,31.67,-0.418,0,0
2014-Jul-16,16/7/14,32.179,0.101,0.09,0
2014-Jul-17,17/7/14,32.226,0.159,0.138,0
2014-Jul-18,18/7/14,32.093,0.037,0.004,0
2014-Jul-19,19/7/14,31.958,-0.088,0,0
2014-Jul-20,20/7/14,32.505,0.47,0.416,0
2014-Jul-21,21/7/14,32.439,0.415,0.351,0
2014-Jul-22,22/7/14,32.483,0.47,0.395,0
2014-Jul-23,23/7/14,32.428,0.425,0.339,0
2014-Jul-24,24/7/14,33.017,1.026,0.929,0
2014-Jul-25,25/7/14,32.583,0.603,0.495,0
2014-Jul-26,26/7/14,32.444,0.474,0.355,0
2014-Jul-27,27/7/14,32.587,0.628,0.498,0
2014-Jul-28,28/7/14,32.371,0.422,0.282,0
2014-Jul-29,29/7/14,32.535,0.598,0.447,0
2014-Jul-30,30/7/14,32.593,0.666,0.504,0
2014-Jul-31,31/7/14,32.173,0.257,0.084,0
2014-Aug-01,1/8/14,32.427,0.522,0.339,0
2014-Aug-02,2/8/14,32.927,1.033,0.839,0
2014-Aug-03,3/8/14,32.624,0.74,0.535,0
2014-Aug-04,4/8/14,33.045,1.172,0.956,0
2014-Aug-05,5/8/14,32.615,0.753,0.526,0
2014-Aug-06,6/8/14,32.385,0.534,0.297,0
2014-Aug-07,7/8/14,32.412,0.572,0.323,0
2014-Aug-08,8/8/14,32.661,0.832,0.573,0
2014-Aug-09,9/8/14,32.209,0.39,0.12,0
2014-Aug-10,10/8/14,31.5,-0.308,0,0
2014-Aug-11,11/8/14,31.013,-0.785,0,0
2014-Aug-12,12/8/14,31.362,-0.424,0,0
2014-Aug-13,13/8/14,31.081,-0.695,0,0
2014-Aug-14,14/8/14,30.775,-0.99,0,0
2014-Aug-15,15/8/14,30.68,-1.074,0,0
2014-Aug-16,16/8/14,30.125,-1.599,0,0
2014-Aug-17,17/8/14,31.178,-0.517,0,0
2014-Aug-18,18/8/14,30.291,-1.374,0,0
2014-Aug-19,19/8/14,30.404,-1.23,0,0
2014-Aug-20,20/8/14,30.49,-1.115,0,0
2014-Aug-21,21/8/14,30.999,-0.576,0,0
2014-Aug-22,22/8/14,31.13,-0.415,0,0
2014-Aug-23,23/8/14,30.999,-0.516,0,0
2014-Aug-24,24/8/14,30.36,-1.125,0,0
2014-Aug-25,25/8/14,30.146,-1.309,0,0
2014-Aug-26,26/8/14,30.193,-1.232,0,0
2014-Aug-27,27/8/14,30.952,-0.443,0,0
2014-Aug-28,28/8/14,31.36,-0.005,0,0
2014-Aug-29,29/8/14,30.995,-0.34,0,0
2014-Aug-30,30/8/14,31.022,-0.283,0,0
2014-Aug-31,31/8/14,31.317,0.042,0,0
2014-Sep-01,1/9/14,31.922,0.676,0,0
2014-Sep-02,2/9/14,32.492,1.277,0.404,0
2014-Sep-03,3/9/14,31.641,0.455,0,0
2014-Sep-04,4/9/14,32.112,0.956,0.023,0
2014-Sep-05,5/9/14,32.008,0.882,0,0
2014-Sep-06,6/9/14,32.135,1.039,0.046,0
2014-Sep-07,7/9/14,32.1,1.035,0.012,0
2014-Sep-08,8/9/14,31.733,0.697,0,0
2014-Sep-09,9/9/14,31.556,0.55,0,0
2014-Sep-10,10/9/14,31.75,0.775,0,0
2014-Sep-11,11/9/14,31.94,0.994,0,0
2014-Sep-12,12/9/14,31.906,0.99,0,0
2014-Sep-13,13/9/14,32.084,1.198,0,0
2014-Sep-14,14/9/14,31.683,0.827,0,0
2014-Sep-15,15/9/14,31.602,0.776,0,0
2014-Sep-16,16/9/14,32.213,1.424,0.124,0
