"colony","year","Site","track","sample","height","dia","StavR","WtavR","WtsdR","StsdR","winSlope","sumSlope","ccoldday","warmday","WcsavR","WcssdR","ScsavR","ScssdR","cummu_dhwm","cummu_dcwm","gulf","calc","count95","count90","count10","count05","Bheight"
"ala12",2001,"AlAqah","t1","ala12_t1",13.5,23,32.5272131147541,22.8627868852459,0.405952095480657,0.584674072019449,0.0706652673169527,-0.0223383133720212,35,263,0.104180327868852,0.0522919714031135,0.14744262295082,0.061933438623026,0,-12.1744444765468,"oman",1.26,0,0,0,0,5.66725
"ala12",2001,"AlAqah","t2","ala12_t2",13.5,23,32.5272131147541,22.8627868852459,0.405952095480657,0.584674072019449,0.0706652673169527,-0.0223383133720212,35,263,0.104180327868852,0.0522919714031135,0.14744262295082,0.061933438623026,0,-12.1744444765468,"oman",0.884,0,0,0,0,5.66725
"dib04",2001,"Dibba","t1","dib04_t1",14,28,32.4513114754098,22.7447540983607,0.353244988439926,0.546749410637805,0.0702539408157386,-0.023100300448615,35,263,0.103213114754098,0.0564414489402066,0.148786885245902,0.0556875553884044,0,0,"oman",0.905,0,0,0,0,6.13955
"dib04",2001,"Dibba","t2","dib04_t2",14,28,32.4513114754098,22.7447540983607,0.353244988439926,0.546749410637805,0.0702539408157386,-0.023100300448615,35,263,0.103213114754098,0.0564414489402066,0.148786885245902,0.0556875553884044,0,0,"oman",0.828,0,0,0,0,6.13955
"ras04",2001,"RasGhanada","t1","ras04_t1",7.5,14,33.2626229508197,20.8604918032787,0.626004329669554,0.601905035808098,0.0886302835741037,-0.0159118409680208,35,294,0.117852459016393,0.0749510587129081,0.0866885245901639,0.038360805076539,0,-53.4148788697398,"gulf",0.307,0,16,26,6,2.369
"ras04",2001,"RasGhanada","t2","ras04_t2",7.5,14,33.2626229508197,20.8604918032787,0.626004329669554,0.601905035808098,0.0886302835741037,-0.0159118409680208,35,294,0.117852459016393,0.0749510587129081,0.0866885245901639,0.038360805076539,0,-53.4148788697398,"gulf",0.284,0,16,26,6,2.369
"ras11",2001,"RasGhanada","t1","ras11_t1",11,14,33.2626229508197,20.8604918032787,0.626004329669554,0.601905035808098,0.0886302835741037,-0.0159118409680208,35,294,0.117852459016393,0.0749510587129081,0.0866885245901639,0.038360805076539,0,-53.4148788697398,"gulf",1.299,0,16,26,6,2.68545
"ras11",2001,"RasGhanada","t2","ras11_t2",11,14,33.2626229508197,20.8604918032787,0.626004329669554,0.601905035808098,0.0886302835741037,-0.0159118409680208,35,294,0.117852459016393,0.0749510587129081,0.0866885245901639,0.038360805076539,0,-53.4148788697398,"gulf",0.718,0,16,26,6,2.68545
"ras12",2001,"RasGhanada","t1","ras12_t1",12,16,33.2626229508197,20.8604918032787,0.626004329669554,0.601905035808098,0.0886302835741037,-0.0159118409680208,35,294,0.117852459016393,0.0749510587129081,0.0866885245901639,0.038360805076539,0,-53.4148788697398,"gulf",1.058,0,16,26,6,5.5522
"ras12",2001,"RasGhanada","t2","ras12_t2",12,16,33.2626229508197,20.8604918032787,0.626004329669554,0.601905035808098,0.0886302835741037,-0.0159118409680208,35,294,0.117852459016393,0.0749510587129081,0.0866885245901639,0.038360805076539,0,-53.4148788697398,"gulf",0.757,0,16,26,6,5.5522
"sad05",2001,"Saadiyat","t1","sad05_t1",11,18,33.547868852459,20.5285245901639,0.622462411356632,0.500866298706878,0.0953896365806478,-0.0232310161748365,35,294,0.0920327868852459,0.058501272696445,0.0955245901639344,0.0405563832038711,0,-59.2513330829349,"gulf",1.52,2,28,34,15,NA
"sad05",2001,"Saadiyat","t2","sad05_t2",11,18,33.547868852459,20.5285245901639,0.622462411356632,0.500866298706878,0.0953896365806478,-0.0232310161748365,35,294,0.0920327868852459,0.058501272696445,0.0955245901639344,0.0405563832038711,0,-59.2513330829349,"gulf",1.52,2,28,34,15,NA
"sad08",2001,"Saadiyat","t1","sad08_t1",11,16,33.547868852459,20.5285245901639,0.622462411356632,0.500866298706878,0.0953896365806478,-0.0232310161748365,35,294,0.0920327868852459,0.058501272696445,0.0955245901639344,0.0405563832038711,0,-59.2513330829349,"gulf",0.751,2,28,34,15,3.6245
"sad08",2001,"Saadiyat","t2","sad08_t2",11,16,33.547868852459,20.5285245901639,0.622462411356632,0.500866298706878,0.0953896365806478,-0.0232310161748365,35,294,0.0920327868852459,0.058501272696445,0.0955245901639344,0.0405563832038711,0,-59.2513330829349,"gulf",1.404,2,28,34,15,3.6245
"sad12",2001,"Saadiyat","t1","sad12_t1",9,16,33.547868852459,20.5285245901639,0.622462411356632,0.500866298706878,0.0953896365806478,-0.0232310161748365,35,294,0.0920327868852459,0.058501272696445,0.0955245901639344,0.0405563832038711,0,-59.2513330829349,"gulf",1.175,2,28,34,15,2.416
"sad15",2001,"Saadiyat","t1","sad15_t1",14,22,33.547868852459,20.5285245901639,0.622462411356632,0.500866298706878,0.0953896365806478,-0.0232310161748365,35,294,0.0920327868852459,0.058501272696445,0.0955245901639344,0.0405563832038711,0,-59.2513330829349,"gulf",1.672,2,28,34,15,4.7775
"sad15",2001,"Saadiyat","t2","sad15_t2",14,22,33.547868852459,20.5285245901639,0.622462411356632,0.500866298706878,0.0953896365806478,-0.0232310161748365,35,294,0.0920327868852459,0.058501272696445,0.0955245901639344,0.0405563832038711,0,-59.2513330829349,"gulf",0.969,2,28,34,15,4.7775
"ala10",2002,"AlAqah","t2","ala10_t2",8.5,18,32.91,23.4968852459016,0.426460396690426,0.556453052826562,0.050457998929909,-0.0303648187018975,33,292,0.119295081967213,0.0682842940121897,0.137868852459016,0.0435072696645193,87.4635307917887,0,"oman",1.173,0,6,0,0,2.28675
"ala12",2002,"AlAqah","t1","ala12_t1",13.5,23,32.91,23.4968852459016,0.426460396690426,0.556453052826562,0.050457998929909,-0.0303648187018975,33,292,0.119295081967213,0.0682842940121897,0.137868852459016,0.0435072696645193,87.4635307917887,0,"oman",0.815,0,6,0,0,6.32315
"ala12",2002,"AlAqah","t2","ala12_t2",13.5,23,32.91,23.4968852459016,0.426460396690426,0.556453052826562,0.050457998929909,-0.0303648187018975,33,292,0.119295081967213,0.0682842940121897,0.137868852459016,0.0435072696645193,87.4635307917887,0,"oman",0.982,0,6,0,0,6.32315
"del20",2002,"Delma","t1","del20_t1",9,14,34.0031147540984,20.1475409836066,0.715559584608915,0.381342107927631,0.0817668024859037,-0.037236202000247,34,304,0.0846885245901639,0.0506048551635139,0.0515245901639344,0.0277149818433863,16.0498416422288,0,"gulf",0.594,15,46,49,34,2.3756
"dib04",2002,"Dibba","t1","dib04_t1",14,28,32.8047540983607,23.3826229508197,0.434913407624032,0.532283153210072,0.0528136807013212,-0.0292845207227229,33,292,0.119770491803279,0.0704803503213538,0.152065573770492,0.0463906847159567,56.2519882697946,0,"oman",0.609,0,1,0,0,6.93665
"dib04",2002,"Dibba","t2","dib04_t2",14,28,32.8047540983607,23.3826229508197,0.434913407624032,0.532283153210072,0.0528136807013212,-0.0292845207227229,33,292,0.119770491803279,0.0704803503213538,0.152065573770492,0.0463906847159567,56.2519882697946,0,"oman",1.027,0,1,0,0,6.93665
"ras04",2002,"RasGhanada","t1","ras04_t1",7.5,14,34.1237704918033,21.1455737704918,0.786711562116137,0.447754262717197,0.0902982261184509,-0.0545007202535292,38,312,0.128475409836066,0.0760369661321336,0.0715573770491803,0.0419426293048667,13.6870381231672,0,"gulf",0.579,25,54,22,5,2.7726
"ras04",2002,"RasGhanada","t2","ras04_t2",7.5,14,34.1237704918033,21.1455737704918,0.786711562116137,0.447754262717197,0.0902982261184509,-0.0545007202535292,38,312,0.128475409836066,0.0760369661321336,0.0715573770491803,0.0419426293048667,13.6870381231672,0,"gulf",0.537,25,54,22,5,2.7726
"ras11",2002,"RasGhanada","t1","ras11_t1",11,14,34.1237704918033,21.1455737704918,0.786711562116137,0.447754262717197,0.0902982261184509,-0.0545007202535292,38,312,0.128475409836066,0.0760369661321336,0.0715573770491803,0.0419426293048667,13.6870381231672,0,"gulf",0.832,25,54,22,5,3.40435
"ras11",2002,"RasGhanada","t2","ras11_t2",11,14,34.1237704918033,21.1455737704918,0.786711562116137,0.447754262717197,0.0902982261184509,-0.0545007202535292,38,312,0.128475409836066,0.0760369661321336,0.0715573770491803,0.0419426293048667,13.6870381231672,0,"gulf",0.614,25,54,22,5,3.40435
"ras12",2002,"RasGhanada","t1","ras12_t1",12,16,34.1237704918033,21.1455737704918,0.786711562116137,0.447754262717197,0.0902982261184509,-0.0545007202535292,38,312,0.128475409836066,0.0760369661321336,0.0715573770491803,0.0419426293048667,13.6870381231672,0,"gulf",0.614,25,54,22,5,6.02645
"ras12",2002,"RasGhanada","t2","ras12_t2",12,16,34.1237704918033,21.1455737704918,0.786711562116137,0.447754262717197,0.0902982261184509,-0.0545007202535292,38,312,0.128475409836066,0.0760369661321336,0.0715573770491803,0.0419426293048667,13.6870381231672,0,"gulf",0.776,25,54,22,5,6.02645
"ras13",2002,"RasGhanada","t2","ras13_t2",8.5,23,34.1237704918033,21.1455737704918,0.786711562116137,0.447754262717197,0.0902982261184509,-0.0545007202535292,38,312,0.128475409836066,0.0760369661321336,0.0715573770491803,0.0419426293048667,13.6870381231672,0,"gulf",0.385,25,54,22,5,2.64245
"sad05",2002,"Saadiyat","t1","sad05_t1",11,18,33.9698360655738,20.8691803278689,0.771840430576958,0.419922579385291,0.0945343869613533,-0.0511983372432811,38,312,0.0976065573770492,0.0640201214953873,0.0711967213114754,0.043325827428964,0,-12.1104443609783,"gulf",1.752,20,46,33,7,NA
"sad05",2002,"Saadiyat","t2","sad05_t2",11,18,33.9698360655738,20.8691803278689,0.771840430576958,0.419922579385291,0.0945343869613533,-0.0511983372432811,38,312,0.0976065573770492,0.0640201214953873,0.0711967213114754,0.043325827428964,0,-12.1104443609783,"gulf",1.752,20,46,33,7,NA
"sad07",2002,"Saadiyat","t2","sad07_t2",10,17,33.9698360655738,20.8691803278689,0.771840430576958,0.419922579385291,0.0945343869613533,-0.0511983372432811,38,312,0.0976065573770492,0.0640201214953873,0.0711967213114754,0.043325827428964,0,-12.1104443609783,"gulf",1.08,20,46,33,7,2.4674
"sad08",2002,"Saadiyat","t1","sad08_t1",11,16,33.9698360655738,20.8691803278689,0.771840430576958,0.419922579385291,0.0945343869613533,-0.0511983372432811,38,312,0.0976065573770492,0.0640201214953873,0.0711967213114754,0.043325827428964,0,-12.1104443609783,"gulf",0.745,20,46,33,7,4.20545
"sad08",2002,"Saadiyat","t2","sad08_t2",11,16,33.9698360655738,20.8691803278689,0.771840430576958,0.419922579385291,0.0945343869613533,-0.0511983372432811,38,312,0.0976065573770492,0.0640201214953873,0.0711967213114754,0.043325827428964,0,-12.1104443609783,"gulf",0.498,20,46,33,7,4.20545
"sad12",2002,"Saadiyat","t1","sad12_t1",9,16,33.9698360655738,20.8691803278689,0.771840430576958,0.419922579385291,0.0945343869613533,-0.0511983372432811,38,312,0.0976065573770492,0.0640201214953873,0.0711967213114754,0.043325827428964,0,-12.1104443609783,"gulf",0.677,20,46,33,7,2.8398
"sad13",2002,"Saadiyat","t2","sad13_t2",5,15,33.9698360655738,20.8691803278689,0.771840430576958,0.419922579385291,0.0945343869613533,-0.0511983372432811,38,312,0.0976065573770492,0.0640201214953873,0.0711967213114754,0.043325827428964,0,-12.1104443609783,"gulf",0.39,20,46,33,7,1.0647
"sad15",2002,"Saadiyat","t1","sad15_t1",14,22,33.9698360655738,20.8691803278689,0.771840430576958,0.419922579385291,0.0945343869613533,-0.0511983372432811,38,312,0.0976065573770492,0.0640201214953873,0.0711967213114754,0.043325827428964,0,-12.1104443609783,"gulf",0.639,20,46,33,7,5.47
"sad15",2002,"Saadiyat","t2","sad15_t2",14,22,33.9698360655738,20.8691803278689,0.771840430576958,0.419922579385291,0.0945343869613533,-0.0511983372432811,38,312,0.0976065573770492,0.0640201214953873,0.0711967213114754,0.043325827428964,0,-12.1104443609783,"gulf",1.596,20,46,33,7,5.47
"ala10",2003,"AlAqah","t1","ala10_t1",8.5,18,31.9211475409836,23.1155737704918,0.306227173789677,0.821695601303905,0.0552400707906327,-0.0250495946001563,29,254,0.128491803278689,0.0679302639846727,0.132622950819672,0.0755425186974034,0,-12.4144444765469,"oman",0.882,0,0,0,0,2.8695
"ala10",2003,"AlAqah","t2","ala10_t2",8.5,18,31.9211475409836,23.1155737704918,0.306227173789677,0.821695601303905,0.0552400707906327,-0.0250495946001563,29,254,0.128491803278689,0.0679302639846727,0.132622950819672,0.0755425186974034,0,-12.4144444765469,"oman",1.133,0,0,0,0,2.8695
"ala12",2003,"AlAqah","t1","ala12_t1",13.5,23,31.9211475409836,23.1155737704918,0.306227173789677,0.821695601303905,0.0552400707906327,-0.0250495946001563,29,254,0.128491803278689,0.0679302639846727,0.132622950819672,0.0755425186974034,0,-12.4144444765469,"oman",1.832,0,0,0,0,7.4785
"ala12",2003,"AlAqah","t2","ala12_t2",13.5,23,31.9211475409836,23.1155737704918,0.306227173789677,0.821695601303905,0.0552400707906327,-0.0250495946001563,29,254,0.128491803278689,0.0679302639846727,0.132622950819672,0.0755425186974034,0,-12.4144444765469,"oman",0.936,0,0,0,0,7.4785
"del09",2003,"Delma","t1","del09_t1",6,15,34.134262295082,20.2952459016393,0.356471628405296,0.565910649650612,0.0585079639461662,-0.0803782359962135,29,323,0.0781311475409836,0.0449631239312973,0.0649016393442623,0.0290406065811493,38.6695249266861,0,"gulf",0.465,30,41,59,23,1.6182
"del09",2003,"Delma","t2","del09_t2",6,15,34.134262295082,20.2952459016393,0.356471628405296,0.565910649650612,0.0585079639461662,-0.0803782359962135,29,323,0.0781311475409836,0.0449631239312973,0.0649016393442623,0.0290406065811493,38.6695249266861,0,"gulf",0.683,30,41,59,23,1.6182
"del20",2003,"Delma","t1","del20_t1",9,14,34.134262295082,20.2952459016393,0.356471628405296,0.565910649650612,0.0585079639461662,-0.0803782359962135,29,323,0.0781311475409836,0.0449631239312973,0.0649016393442623,0.0290406065811493,38.6695249266861,0,"gulf",1.336,30,41,59,23,3.13745
"del20",2003,"Delma","t2","del20_t2",9,14,34.134262295082,20.2952459016393,0.356471628405296,0.565910649650612,0.0585079639461662,-0.0803782359962135,29,323,0.0781311475409836,0.0449631239312973,0.0649016393442623,0.0290406065811493,38.6695249266861,0,"gulf",0.347,30,41,59,23,3.13745
"dib04",2003,"Dibba","t1","dib04_t1",14,28,31.8508196721311,23.0572131147541,0.284594045074389,0.786206705394044,0.0511215376383917,-0.0266920195908961,29,254,0.137245901639344,0.0701476195219065,0.129049180327869,0.0666039103530486,12.4729970674487,0,"oman",0.828,0,0,0,0,7.5698
"dib04",2003,"Dibba","t2","dib04_t2",14,28,31.8508196721311,23.0572131147541,0.284594045074389,0.786206705394044,0.0511215376383917,-0.0266920195908961,29,254,0.137245901639344,0.0701476195219065,0.129049180327869,0.0666039103530486,12.4729970674487,0,"oman",0.652,0,0,0,0,7.5698
"ras04",2003,"RasGhanada","t1","ras04_t1",7.5,14,33.6872131147541,21.0596721311475,0.550517838684981,0.425182827920495,0.0726702061982961,-0.0937485286249331,29,330,0.123311475409836,0.0861602268999656,0.0780491803278689,0.0420663865136636,0,0,"gulf",0.495,2,33,24,1,3.1106
"ras04",2003,"RasGhanada","t2","ras04_t2",7.5,14,33.6872131147541,21.0596721311475,0.550517838684981,0.425182827920495,0.0726702061982961,-0.0937485286249331,29,330,0.123311475409836,0.0861602268999656,0.0780491803278689,0.0420663865136636,0,0,"gulf",0.457,2,33,24,1,3.1106
"ras11",2003,"RasGhanada","t1","ras11_t1",11,14,33.6872131147541,21.0596721311475,0.550517838684981,0.425182827920495,0.0726702061982961,-0.0937485286249331,29,330,0.123311475409836,0.0861602268999656,0.0780491803278689,0.0420663865136636,0,0,"gulf",0.993,2,33,24,1,4.1561
"ras11",2003,"RasGhanada","t2","ras11_t2",11,14,33.6872131147541,21.0596721311475,0.550517838684981,0.425182827920495,0.0726702061982961,-0.0937485286249331,29,330,0.123311475409836,0.0861602268999656,0.0780491803278689,0.0420663865136636,0,0,"gulf",0.857,2,33,24,1,4.1561
"ras12",2003,"RasGhanada","t1","ras12_t1",12,16,33.6872131147541,21.0596721311475,0.550517838684981,0.425182827920495,0.0726702061982961,-0.0937485286249331,29,330,0.123311475409836,0.0861602268999656,0.0780491803278689,0.0420663865136636,0,0,"gulf",0.727,2,33,24,1,6.3922
"ras12",2003,"RasGhanada","t2","ras12_t2",12,16,33.6872131147541,21.0596721311475,0.550517838684981,0.425182827920495,0.0726702061982961,-0.0937485286249331,29,330,0.123311475409836,0.0861602268999656,0.0780491803278689,0.0420663865136636,0,0,"gulf",0.315,2,33,24,1,6.3922
"ras13",2003,"RasGhanada","t2","ras13_t2",8.5,23,33.6872131147541,21.0596721311475,0.550517838684981,0.425182827920495,0.0726702061982961,-0.0937485286249331,29,330,0.123311475409836,0.0861602268999656,0.0780491803278689,0.0420663865136636,0,0,"gulf",0.581,2,33,24,1,3.12175
"ras16",2003,"RasGhanada","t1","ras16_t1",7,15,33.6872131147541,21.0596721311475,0.550517838684981,0.425182827920495,0.0726702061982961,-0.0937485286249331,29,330,0.123311475409836,0.0861602268999656,0.0780491803278689,0.0420663865136636,0,0,"gulf",0.301,2,33,24,1,1.88915
"ras16",2003,"RasGhanada","t2","ras16_t2",7,15,33.6872131147541,21.0596721311475,0.550517838684981,0.425182827920495,0.0726702061982961,-0.0937485286249331,29,330,0.123311475409836,0.0861602268999656,0.0780491803278689,0.0420663865136636,0,0,"gulf",1.102,2,33,24,1,1.88915
"ras21",2003,"RasGhanada","t1","ras21_t1",8.5,24,33.6872131147541,21.0596721311475,0.550517838684981,0.425182827920495,0.0726702061982961,-0.0937485286249331,29,330,0.123311475409836,0.0861602268999656,0.0780491803278689,0.0420663865136636,0,0,"gulf",0.718,2,33,24,1,3.369
"sad05",2003,"Saadiyat","t1","sad05_t1",11,18,33.6114754098361,20.8186885245902,0.526625975463409,0.418249670514211,0.0805096925546363,-0.0977303370786518,29,330,0.0878524590163934,0.0635916231552484,0.0812950819672131,0.0391528390891793,0,0,"gulf",1.393,2,29,33,2,3.86375
"sad05",2003,"Saadiyat","t2","sad05_t2",11,18,33.6114754098361,20.8186885245902,0.526625975463409,0.418249670514211,0.0805096925546363,-0.0977303370786518,29,330,0.0878524590163934,0.0635916231552484,0.0812950819672131,0.0391528390891793,0,0,"gulf",1.144,2,29,33,2,3.86375
"sad07",2003,"Saadiyat","t1","sad07_t1",10,17,33.6114754098361,20.8186885245902,0.526625975463409,0.418249670514211,0.0805096925546363,-0.0977303370786518,29,330,0.0878524590163934,0.0635916231552484,0.0812950819672131,0.0391528390891793,0,0,"gulf",1.084,2,29,33,2,3.16875
"sad07",2003,"Saadiyat","t2","sad07_t2",10,17,33.6114754098361,20.8186885245902,0.526625975463409,0.418249670514211,0.0805096925546363,-0.0977303370786518,29,330,0.0878524590163934,0.0635916231552484,0.0812950819672131,0.0391528390891793,0,0,"gulf",1.311,2,29,33,2,3.16875
"sad08",2003,"Saadiyat","t1","sad08_t1",11,16,33.6114754098361,20.8186885245902,0.526625975463409,0.418249670514211,0.0805096925546363,-0.0977303370786518,29,330,0.0878524590163934,0.0635916231552484,0.0812950819672131,0.0391528390891793,0,0,"gulf",0.84,2,29,33,2,4.7426
"sad08",2003,"Saadiyat","t2","sad08_t2",11,16,33.6114754098361,20.8186885245902,0.526625975463409,0.418249670514211,0.0805096925546363,-0.0977303370786518,29,330,0.0878524590163934,0.0635916231552484,0.0812950819672131,0.0391528390891793,0,0,"gulf",0.296,2,29,33,2,4.7426
"sad12",2003,"Saadiyat","t1","sad12_t1",9,16,33.6114754098361,20.8186885245902,0.526625975463409,0.418249670514211,0.0805096925546363,-0.0977303370786518,29,330,0.0878524590163934,0.0635916231552484,0.0812950819672131,0.0391528390891793,0,0,"gulf",0.574,2,29,33,2,3.2736
"sad13",2003,"Saadiyat","t1","sad13_t1",5,15,33.6114754098361,20.8186885245902,0.526625975463409,0.418249670514211,0.0805096925546363,-0.0977303370786518,29,330,0.0878524590163934,0.0635916231552484,0.0812950819672131,0.0391528390891793,0,0,"gulf",0.337,2,29,33,2,1.3271
"sad13",2003,"Saadiyat","t2","sad13_t2",5,15,33.6114754098361,20.8186885245902,0.526625975463409,0.418249670514211,0.0805096925546363,-0.0977303370786518,29,330,0.0878524590163934,0.0635916231552484,0.0812950819672131,0.0391528390891793,0,0,"gulf",0.429,2,29,33,2,1.3271
"sad15",2003,"Saadiyat","t1","sad15_t1",14,22,33.6114754098361,20.8186885245902,0.526625975463409,0.418249670514211,0.0805096925546363,-0.0977303370786518,29,330,0.0878524590163934,0.0635916231552484,0.0812950819672131,0.0391528390891793,0,0,"gulf",0.857,2,29,33,2,6.27
"sad15",2003,"Saadiyat","t2","sad15_t2",14,22,33.6114754098361,20.8186885245902,0.526625975463409,0.418249670514211,0.0805096925546363,-0.0977303370786518,29,330,0.0878524590163934,0.0635916231552484,0.0812950819672131,0.0391528390891793,0,0,"gulf",1.578,2,29,33,2,6.27
"ala10",2004,"AlAqah","t1","ala10_t1",8.5,18,32.2919672131148,23.247868852459,0.339519831301493,0.595154936892154,0.0577824422768243,-0.0287937605465694,42,278,0.126918032786885,0.0580477662739826,0.120819672131148,0.0506041856624269,0,0,"oman",1.482,0,0,0,0,3.67925
"ala10",2004,"AlAqah","t2","ala10_t2",8.5,18,32.2919672131148,23.247868852459,0.339519831301493,0.595154936892154,0.0577824422768243,-0.0287937605465694,42,278,0.126918032786885,0.0580477662739826,0.120819672131148,0.0506041856624269,0,0,"oman",1.302,0,0,0,0,3.67925
"ala12",2004,"AlAqah","t1","ala12_t1",13.5,23,32.2919672131148,23.247868852459,0.339519831301493,0.595154936892154,0.0577824422768243,-0.0287937605465694,42,278,0.126918032786885,0.0580477662739826,0.120819672131148,0.0506041856624269,0,0,"oman",1.21,0,0,0,0,8.3816
"ala12",2004,"AlAqah","t2","ala12_t2",13.5,23,32.2919672131148,23.247868852459,0.339519831301493,0.595154936892154,0.0577824422768243,-0.0287937605465694,42,278,0.126918032786885,0.0580477662739826,0.120819672131148,0.0506041856624269,0,0,"oman",1.042,0,0,0,0,8.3816
"del01",2004,"Delma","t1","del01_t1",7,15,34.0411475409836,21.2068852459016,0.544302431201645,0.451726681230497,0.0731277935547599,-0.0348713832983497,49,296,0.0815573770491803,0.044901196936594,0.0663934426229508,0.0315617271857992,43.5895249266863,0,"gulf",0.331,19,48,15,2,1.98505
"del01",2004,"Delma","t2","del01_t2",7,15,34.0411475409836,21.2068852459016,0.544302431201645,0.451726681230497,0.0731277935547599,-0.0348713832983497,49,296,0.0815573770491803,0.044901196936594,0.0663934426229508,0.0315617271857992,43.5895249266863,0,"gulf",0.747,19,48,15,2,1.98505
"del07",2004,"Delma","t1","del07_t1",10,19,34.0411475409836,21.2068852459016,0.544302431201645,0.451726681230497,0.0731277935547599,-0.0348713832983497,49,296,0.0815573770491803,0.044901196936594,0.0663934426229508,0.0315617271857992,43.5895249266863,0,"gulf",0.756,19,48,15,2,4.5325
"del07",2004,"Delma","t2","del07_t2",10,19,34.0411475409836,21.2068852459016,0.544302431201645,0.451726681230497,0.0731277935547599,-0.0348713832983497,49,296,0.0815573770491803,0.044901196936594,0.0663934426229508,0.0315617271857992,43.5895249266863,0,"gulf",0.879,19,48,15,2,4.5325
"del09",2004,"Delma","t1","del09_t1",6,15,34.0411475409836,21.2068852459016,0.544302431201645,0.451726681230497,0.0731277935547599,-0.0348713832983497,49,296,0.0815573770491803,0.044901196936594,0.0663934426229508,0.0315617271857992,43.5895249266863,0,"gulf",0.561,19,48,15,2,2.03945
